i_item_id,i_item_desc,i_category,i_class,i_current_price,revenueratio
AAAAAAAAACKBAAAA,"Social factors can report heavily different services. Patient values produce that given officers. Distinctive, am",Books,arts,6.92,0.0032357968053253147
AAAAAAAAAIJCAAAA,"Very british plants increase poor, solid agencies. Small reasons ought to meet. Public institutions should die again central",Books,arts,1.76,4.283554150549794e-05
AAAAAAAAAIJCAAAA,"Very british plants increase poor, solid agencies. Small reasons ought to meet. Public institutions should die again central",Books,arts,1.76,9.595161297231538e-05
AAAAAAAAAIJCAAAA,"Very british plants increase poor, solid agencies. Small reasons ought to meet. Public institutions should die again central",Books,arts,1.76,0.00039208798991365783
AAAAAAAAAIJCAAAA,"Very british plants increase poor, solid agencies. Small reasons ought to meet. Public institutions should die again central",Books,arts,1.76,0.00047890135403146696
AAAAAAAAAIJCAAAA,"Very british plants increase poor, solid agencies. Small reasons ought to meet. Public institutions should die again central",Books,arts,1.76,0.001228523330377681
AAAAAAAAAIJCAAAA,"Very british plants increase poor, solid agencies. Small reasons ought to meet. Public institutions should die again central",Books,arts,1.76,0.001289349799315488
AAAAAAAAAIJCAAAA,"Very british plants increase poor, solid agencies. Small reasons ought to meet. Public institutions should die again central",Books,arts,1.76,0.0014458423109489072
AAAAAAAAAIJCAAAA,"Very british plants increase poor, solid agencies. Small reasons ought to meet. Public institutions should die again central",Books,arts,1.76,0.004004551990210651
AAAAAAAAAJIAAAAA,"Public, small services wait chemical, private officers. Good, modest sources may vanish continental, corporate representatives. Criminal, relevant rules enable barely still ashamed years. Formidable, ",Books,arts,0.43,8.938349660813903e-05
AAAAAAAAAJIAAAAA,"Public, small services wait chemical, private officers. Good, modest sources may vanish continental, corporate representatives. Criminal, relevant rules enable barely still ashamed years. Formidable, ",Books,arts,0.43,0.00023473876745012872
AAAAAAAAAJIAAAAA,"Public, small services wait chemical, private officers. Good, modest sources may vanish continental, corporate representatives. Criminal, relevant rules enable barely still ashamed years. Formidable, ",Books,arts,0.43,0.00041322019038970346
AAAAAAAAAJIAAAAA,"Public, small services wait chemical, private officers. Good, modest sources may vanish continental, corporate representatives. Criminal, relevant rules enable barely still ashamed years. Formidable, ",Books,arts,0.43,0.000638820708985326
AAAAAAAAAJIAAAAA,"Public, small services wait chemical, private officers. Good, modest sources may vanish continental, corporate representatives. Criminal, relevant rules enable barely still ashamed years. Formidable, ",Books,arts,0.43,0.0012467998280866932
AAAAAAAAAJIAAAAA,"Public, small services wait chemical, private officers. Good, modest sources may vanish continental, corporate representatives. Criminal, relevant rules enable barely still ashamed years. Formidable, ",Books,arts,0.43,0.001421568837429125
AAAAAAAAAJIAAAAA,"Public, small services wait chemical, private officers. Good, modest sources may vanish continental, corporate representatives. Criminal, relevant rules enable barely still ashamed years. Formidable, ",Books,arts,0.43,0.0020138415913118096
AAAAAAAAAJIAAAAA,"Public, small services wait chemical, private officers. Good, modest sources may vanish continental, corporate representatives. Criminal, relevant rules enable barely still ashamed years. Formidable, ",Books,arts,0.43,0.004052813366973511
AAAAAAAAANOEAAAA,"Families might come critics. Arms should count almost on the policies. Slow, unable aspects will not gain; heavy boys replace limited states. Always indust",Books,arts,5.35,0.00012565092174946063
AAAAAAAAANOEAAAA,"Families might come critics. Arms should count almost on the policies. Slow, unable aspects will not gain; heavy boys replace limited states. Always indust",Books,arts,5.35,0.00022331595638199592
AAAAAAAAANOEAAAA,"Families might come critics. Arms should count almost on the policies. Slow, unable aspects will not gain; heavy boys replace limited states. Always indust",Books,arts,5.35,0.0005060305303182823
AAAAAAAAANOEAAAA,"Families might come critics. Arms should count almost on the policies. Slow, unable aspects will not gain; heavy boys replace limited states. Always indust",Books,arts,5.35,0.0014618342464442929
AAAAAAAAANOEAAAA,"Families might come critics. Arms should count almost on the policies. Slow, unable aspects will not gain; heavy boys replace limited states. Always indust",Books,arts,5.35,0.001627179436655515
AAAAAAAAANOEAAAA,"Families might come critics. Arms should count almost on the policies. Slow, unable aspects will not gain; heavy boys replace limited states. Always indust",Books,arts,5.35,0.0017679655830702516
AAAAAAAAANOEAAAA,"Families might come critics. Arms should count almost on the policies. Slow, unable aspects will not gain; heavy boys replace limited states. Always indust",Books,arts,5.35,0.002228590439392706
AAAAAAAAANOEAAAA,"Families might come critics. Arms should count almost on the policies. Slow, unable aspects will not gain; heavy boys replace limited states. Always indust",Books,arts,5.35,0.0024559043796485483
AAAAAAAAAPDFAAAA,"Sources can perform now honest countries. Large, final feet secure both quite small months. Teams cannot ride mountains. Citizens raise p",Books,arts,2.02,7.253485028264318e-05
AAAAAAAAAPDFAAAA,"Sources can perform now honest countries. Large, final feet secure both quite small months. Teams cannot ride mountains. Citizens raise p",Books,arts,2.02,0.0008235846780123737
AAAAAAAAAPDFAAAA,"Sources can perform now honest countries. Large, final feet secure both quite small months. Teams cannot ride mountains. Citizens raise p",Books,arts,2.02,0.0014075758938706623
AAAAAAAAAPDFAAAA,"Sources can perform now honest countries. Large, final feet secure both quite small months. Teams cannot ride mountains. Citizens raise p",Books,arts,2.02,0.001848496401100588
AAAAAAAABFHDAAAA,Still left years require even. Di,Books,arts,2.58,3.426843320439835e-05
AAAAAAAABFHDAAAA,Still left years require even. Di,Books,arts,2.58,0.00014364184918176976
AAAAAAAABFHDAAAA,Still left years require even. Di,Books,arts,2.58,0.00025015956239210794
AAAAAAAABFHDAAAA,Still left years require even. Di,Books,arts,2.58,0.0003606752594762927
AAAAAAAABFHDAAAA,Still left years require even. Di,Books,arts,2.58,0.0008081638830703945
AAAAAAAABFHDAAAA,Still left years require even. Di,Books,arts,2.58,0.0016722995403746397
AAAAAAAABHDCAAAA,"Visible,",Books,arts,3.88,0.0002895682605771661
AAAAAAAABHDCAAAA,"Visible,",Books,arts,3.88,0.0003903745682534379
AAAAAAAABHDCAAAA,"Visible,",Books,arts,3.88,0.0004160758931567367
AAAAAAAABHDCAAAA,"Visible,",Books,arts,3.88,0.000548580501547077
AAAAAAAABHDCAAAA,"Visible,",Books,arts,3.88,0.0009335292345431517
AAAAAAAABHDCAAAA,"Visible,",Books,arts,3.88,0.002189181741207648
AAAAAAAABHDCAAAA,"Visible,",Books,arts,3.88,0.0034742479863725862
AAAAAAAABOFFAAAA,"Also russian bodies might wear; old, silly passages can matter new rules. Years catch again to a patients. Easily particular ty",Books,arts,9.66,0.00017505457961913492
AAAAAAAABOFFAAAA,"Also russian bodies might wear; old, silly passages can matter new rules. Years catch again to a patients. Easily particular ty",Books,arts,9.66,0.0005454392285033405
AAAAAAAABOFFAAAA,"Also russian bodies might wear; old, silly passages can matter new rules. Years catch again to a patients. Easily particular ty",Books,arts,9.66,0.0014781117522163821
AAAAAAAABOFFAAAA,"Also russian bodies might wear; old, silly passages can matter new rules. Years catch again to a patients. Easily particular ty",Books,arts,9.66,0.00173084144709882
AAAAAAAABOFFAAAA,"Also russian bodies might wear; old, silly passages can matter new rules. Years catch again to a patients. Easily particular ty",Books,arts,9.66,0.0018482108308238844
AAAAAAAABOFFAAAA,"Also russian bodies might wear; old, silly passages can matter new rules. Years catch again to a patients. Easily particular ty",Books,arts,9.66,0.00229170147054414
AAAAAAAABOFFAAAA,"Also russian bodies might wear; old, silly passages can matter new rules. Years catch again to a patients. Easily particular ty",Books,arts,9.66,0.003277490065723999
AAAAAAAACBACAAAA,"Very gross years give even in a fingers. Conflicts finish visibly clear, alone years. Inland thanks strengthen currently causal serv",Books,arts,4.78,5.5400633680444e-05
AAAAAAAACBACAAAA,"Very gross years give even in a fingers. Conflicts finish visibly clear, alone years. Inland thanks strengthen currently causal serv",Books,arts,4.78,0.00013764487337100006
AAAAAAAACBACAAAA,"Very gross years give even in a fingers. Conflicts finish visibly clear, alone years. Inland thanks strengthen currently causal serv",Books,arts,4.78,0.0003012766419220022
AAAAAAAACBACAAAA,"Very gross years give even in a fingers. Conflicts finish visibly clear, alone years. Inland thanks strengthen currently causal serv",Books,arts,4.78,0.0009757936354952431
AAAAAAAACBACAAAA,"Very gross years give even in a fingers. Conflicts finish visibly clear, alone years. Inland thanks strengthen currently causal serv",Books,arts,4.78,0.0010217704500444776
AAAAAAAACBACAAAA,"Very gross years give even in a fingers. Conflicts finish visibly clear, alone years. Inland thanks strengthen currently causal serv",Books,arts,4.78,0.0013147655539420835
AAAAAAAACBACAAAA,"Very gross years give even in a fingers. Conflicts finish visibly clear, alone years. Inland thanks strengthen currently causal serv",Books,arts,4.78,0.0014387030540313243
AAAAAAAACBACAAAA,"Very gross years give even in a fingers. Conflicts finish visibly clear, alone years. Inland thanks strengthen currently causal serv",Books,arts,4.78,0.00180223401627465
AAAAAAAACBACAAAA,"Very gross years give even in a fingers. Conflicts finish visibly clear, alone years. Inland thanks strengthen currently causal serv",Books,arts,4.78,0.002260859880660181
AAAAAAAACBACAAAA,"Very gross years give even in a fingers. Conflicts finish visibly clear, alone years. Inland thanks strengthen currently causal serv",Books,arts,4.78,0.002729195134453625
AAAAAAAACBACAAAA,"Very gross years give even in a fingers. Conflicts finish visibly clear, alone years. Inland thanks strengthen currently causal serv",Books,arts,4.78,0.005220795798690088
AAAAAAAACCLCAAAA,"Bloody, main fir",Books,arts,45.80,3.94086981850581e-05
AAAAAAAACCLCAAAA,"Bloody, main fir",Books,arts,45.80,0.0005962707377565313
AAAAAAAACCLCAAAA,"Bloody, main fir",Books,arts,45.80,0.0011300015849150357
AAAAAAAACCLCAAAA,"Bloody, main fir",Books,arts,45.80,0.0012273810492708676
AAAAAAAACCLCAAAA,"Bloody, main fir",Books,arts,45.80,0.0027409035157984615
AAAAAAAACCLCAAAA,"Bloody, main fir",Books,arts,45.80,0.003742684046473707
AAAAAAAACDAFAAAA,Willing,Books,arts,3.87,1.998991936923237e-05
AAAAAAAACDAFAAAA,Willing,Books,arts,3.87,0.00021332099669737974
AAAAAAAACDAFAAAA,Willing,Books,arts,3.87,0.0002230303861052926
AAAAAAAACDAFAAAA,Willing,Books,arts,3.87,0.00025472868681936106
AAAAAAAACDAFAAAA,Willing,Books,arts,3.87,0.00036981350833079887
AAAAAAAACDAFAAAA,Willing,Books,arts,3.87,0.0007958843611721517
AAAAAAAACDAFAAAA,Willing,Books,arts,3.87,0.0008955483877416102
AAAAAAAACDAFAAAA,Willing,Books,arts,3.87,0.0012025364351976788
AAAAAAAACDAFAAAA,Willing,Books,arts,3.87,0.0019535862629274092
AAAAAAAACDAFAAAA,Willing,Books,arts,3.87,0.004118780100891979
AAAAAAAACDAFAAAA,Willing,Books,arts,3.87,0.00519252434129646
AAAAAAAACDLEAAAA,"Necessarily little others will not show also also different procedures. Legislative, key times produce e",Books,arts,8.87,1.1422811068132784e-05
AAAAAAAACDLEAAAA,"Necessarily little others will not show also also different procedures. Legislative, key times produce e",Books,arts,8.87,8.281538024396269e-05
AAAAAAAACDLEAAAA,"Necessarily little others will not show also also different procedures. Legislative, key times produce e",Books,arts,8.87,0.00015906264412374904
