year,county,store_web_q1_growth_ratio,store_web_q2_growth_ratio,store_web_q3_growth_ratio
2000,Converse County,-0.3624215389601944,-0.7476926226122543,-0.5844897304194012
2000,La Porte County,-0.36267588514711757,-0.48033717871147447,-0.7155794677243734
2000,Poweshiek County,-0.3652579881134676,-0.7433345876809452,-0.6758218997918946
2000,San Augustine County,-0.365450092229244,-0.6195525950963015,-0.5631905703949776
2000,Hutchinson County,-0.36645504322287026,-0.6249087527767467,-0.6705037976142472
2000,Okeechobee County,-0.3666664738247602,-0.64078176146392,-0.6574462906684523
2000,Daggett County,-0.36693093071873006,-0.5700400762403204,-0.6713260601570666
2000,Spalding County,-0.3679448200226007,-0.6493808124624125,-0.688063793084061
2000,Dane County,-0.36799660405960544,-0.6173087896449398,-0.7180817610019355
2000,Yell County,-0.36866229275582085,-0.7346998647494513,-0.6860248968862259
2000,Barbour County,-0.36972227006759567,-0.6187442744907962,-0.5255746565538093
2000,Stanly County,-0.3697592234648995,-0.6764459171212058,-0.5850842405196328
2000,McKean County,-0.3708365949562233,-0.584577902376285,-0.6960329134226534
2000,Chester County,-0.3711884430136737,-0.7139029251866481,-0.5525177199129702
2000,Hennepin County,-0.3714518139993817,-0.800282744422349,-0.6593445261742834
