(7, 120049, 1, 259.0, 1.5137794266444544, 7, 120049, 2, 341.75, 1.2771891176482981)
(7, 129874, 1, 252.0, 1.6430272705408735, 7, 129874, 2, 282.25, 1.2043222890006953)
(7, 140743, 1, 267.2, 1.5116364969709175, 7, 140743, 2, 227.0, 1.1187981915502034)
(7, 157396, 1, 248.0, 1.593454652025293, 7, 157396, 2, 401.6666666666667, 1.2286687512764722)
(7, 186664, 1, 261.6, 1.6001841361278661, 7, 186664, 2, 306.0, 1.3226724679448734)
(8, 127, 1, 189.2, 1.5161368831526871, 8, 127, 2, 314.75, 1.2691844395690826)
(8, 10516, 1, 260.25, 1.5370457080018698, 8, 10516, 2, 356.25, 1.1618552150684607)
(8, 21268, 1, 222.4, 1.5603671199062845, 8, 21268, 2, 323.75, 1.0130658078391332)
(8, 49735, 1, 263.8, 1.5410144739301985, 8, 49735, 2, 389.5, 1.0116130037601074)
(8, 60235, 1, 219.6, 1.5999964385032077, 8, 60235, 2, 245.33333333333334, 1.0461524200553727)
(8, 67310, 1, 163.0, 1.571067304315301, 8, 67310, 2, 349.0, 1.1369907682101101)
(8, 105805, 1, 154.6, 1.6083828412645975, 8, 105805, 2, 301.25, 1.3519175684967772)
(8, 124916, 1, 249.8, 1.5494447101323456, 8, 124916, 2, 326.0, 1.0806111818910829)
(8, 136969, 1, 270.4, 1.5018017113816367, 8, 136969, 2, 393.25, 1.039754194710228)
(8, 138076, 1, 186.25, 1.6949464786845492, 8, 138076, 2, 148.75, 1.4956170223432113)
(8, 158185, 1, 245.0, 1.5650954633899523, 8, 158185, 2, 192.33333333333334, 1.0798590064493288)
(8, 181448, 1, 245.0, 1.6080544871529214, 8, 181448, 2, 364.6666666666667, 1.0368616750678956)
(8, 191282, 1, 155.2, 1.5273568052185593, 8, 191282, 2, 376.75, 1.075660148371872)
(8, 201518, 1, 227.0, 1.5478736967336202, 8, 201518, 2, 309.25, 1.1465072049844593)
(8, 201880, 1, 186.75, 1.7693351516525972, 8, 201880, 2, 289.75, 1.328805992042068)
(9, 11246, 1, 284.5, 1.5722020331088242, 9, 11246, 2, 459.0, 1.0207709880462783)
(9, 19204, 1, 164.8, 1.5726055291748076, 9, 19204, 2, 62.25, 1.779504733697306)
(9, 36970, 1, 269.6, 1.510920635558258, 9, 36970, 2, 338.0, 1.0853190498031218)
(9, 48229, 1, 200.0, 1.5467183001438887, 9, 48229, 2, 320.0, 1.0629257725338428)
(9, 75592, 1, 194.0, 1.6194483940316629, 9, 75592, 2, 299.3333333333333, 1.035076004172169)
(9, 110128, 1, 235.4, 1.501567340528561, 9, 110128, 2, 307.0, 1.4999425270248032)
(9, 154525, 1, 133.0, 1.640063177084648, 9, 154525, 2, 349.5, 1.0264907223132698)
(9, 172003, 1, 261.5, 1.5409856238789101, 9, 172003, 2, 406.5, 1.0451688900129659)
(9, 184156, 1, 235.6, 1.5448300023792885, 9, 184156, 2, 306.5, 1.0472812153987205)
(10, 20551, 1, 190.0, 1.6145517860975431, 10, 20551, 2, 338.25, 1.0574121410589592)
(10, 63082, 1, 172.5, 1.7306492070517336, 10, 63082, 2, 177.25, 1.0735283690741473)
(10, 69988, 1, 170.0, 1.512775278313304, 10, 69988, 2, 392.5, 1.0005042881712094)
(10, 97687, 1, 181.0, 1.5767778994209158, 10, 97687, 2, 174.25, 1.0317903024548665)
(10, 99457, 1, 213.2, 1.7507484107107978, 10, 99457, 2, 268.0, 1.040108175483448)
(10, 136012, 1, 154.8, 1.5635370450980943, 10, 136012, 2, 332.0, 1.210553622747543)
(10, 165673, 1, 206.2, 1.8029241615630558, 10, 165673, 2, 217.75, 1.2042389367749848)
(10, 168313, 1, 272.75, 1.572962577965574, 10, 168313, 2, 396.0, 1.3161653953138455)
(11, 28012, 1, 190.0, 1.7356415308310948, 11, 28012, 2, 480.25, 1.079161322544333)
(11, 75604, 1, 258.25, 1.5508647421584663, 11, 75604, 2, 286.25, 1.512082410619086)
(11, 96038, 1, 195.0, 1.6968160615921382, 11, 96038, 2, 463.5, 1.0663079835278286)
(11, 166364, 1, 300.75, 1.5354838326067306, 11, 166364, 2, 296.5, 1.3475919362858237)
(11, 171763, 1, 256.8, 1.5682620172032915, 11, 171763, 2, 393.0, 1.0465349112175018)
(11, 176726, 1, 193.2, 1.580097278689578, 11, 176726, 2, 429.6666666666667, 1.1514946403993662)
(11, 198140, 1, 184.33333333333334, 1.6102279618898026, 11, 198140, 2, 350.0, 1.0353743284435828)
(12, 161930, 1, 292.5, 1.5972765191011122, 12, 161930, 2, 278.75, 1.1378339761313605)
(13, 4898, 1, 281.5, 1.6773450725387178, 13, 4898, 2, 345.0, 1.2890417019696412)
(13, 25088, 1, 161.33333333333334, 1.6360035917450542, 13, 25088, 2, 326.75, 1.203236796274509)
(13, 29354, 1, 251.8, 1.5353770490181065, 13, 29354, 2, 355.0, 1.394957905466757)
(13, 68150, 1, 213.0, 1.5817381475636085, 13, 68150, 2, 358.75, 1.0349045997501012)
(13, 71564, 1, 225.75, 1.55585546376651, 13, 71564, 2, 269.75, 1.4465793930659423)
(13, 80317, 1, 136.4, 1.6462217767464096, 13, 80317, 2, 381.0, 1.1257262418351008)
(13, 105034, 1, 319.3333333333333, 1.631834526607515, 13, 105034, 2, 333.0, 1.276908516779918)
(13, 112028, 1, 303.5, 1.5187907687875342, 13, 112028, 2, 294.0, 1.0570700412969654)
(13, 117088, 1, 274.6666666666667, 1.5017148388917034, 13, 117088, 2, 323.0, 1.2264309028671705)
(13, 164077, 1, 257.75, 1.6678873055575363, 13, 164077, 2, 338.5, 1.1034266719980548)
(14, 7501, 1, 228.6, 1.8169458664464686, 14, 7501, 2, 396.3333333333333, 1.1790068537578162)
(14, 82903, 1, 94.5, 1.78233856901947, 14, 82903, 2, 325.5, 1.3273187198309695)
(14, 96733, 1, 134.0, 1.7631850622730099, 14, 96733, 2, 459.6666666666667, 1.0225479433746407)
(14, 155302, 1, 223.4, 1.6328426821820674, 14, 155302, 2, 346.5, 1.0168577696779493)
(14, 186727, 1, 103.75, 1.6946938443307344, 14, 186727, 2, 316.0, 1.0865081315317588)
(14, 191665, 1, 219.0, 1.5836829483452817, 14, 191665, 2, 346.0, 1.1720166936939334)
(15, 5179, 1, 131.6, 1.5971154916830774, 15, 5179, 2, 324.75, 1.2760865819844263)
(15, 8192, 1, 290.25, 1.5162826186656961, 15, 8192, 2, 348.75, 1.0297204305400252)
(15, 47156, 1, 222.2, 1.6646537512983357, 15, 47156, 2, 226.0, 1.0480936380406758)
(15, 71965, 1, 244.2, 1.5171130804687556, 15, 71965, 2, 291.75, 1.0760032759554063)
(15, 87034, 1, 331.0, 1.5027379836195187, 15, 87034, 2, 342.0, 1.088125330324501)
(15, 99850, 1, 246.6, 1.5201069475094098, 15, 99850, 2, 393.0, 1.0558989106348846)
(15, 137654, 1, 173.6, 1.6019708497115726, 15, 137654, 2, 365.5, 1.1849923076044948)
(15, 179216, 1, 264.75, 1.8226879927114323, 15, 179216, 2, 143.0, 1.4080450403796354)
(15, 189434, 1, 260.2, 1.546266006035556, 15, 189434, 2, 215.0, 1.100430123880939)
