(2002, 7002010, 'importobrand #10', Decimal('532154.68'))
(2002, 8007010, 'brandnameless #10', Decimal('519684.17'))
(2002, 7011008, 'amalgnameless #8', Decimal('516284.42'))
(2002, 10002014, 'importounivamalg #14', Decimal('516193.74'))
(2002, 7013002, 'exportinameless #2', Decimal('514641.41'))
(2002, 7007010, 'brandbrand #10', Decimal('511076.83'))
(2002, 6014004, 'edu packbrand #4', Decimal('502085.66'))
(2002, 7012010, 'importonameless #10', Decimal('500626.52'))
(2002, 10016013, 'corpamalgamalg #13', Decimal('494172.44'))
(2002, 8004005, 'edu packnameless #5', Decimal('492998.24'))
(2002, 7001007, 'amalgbrand #7', Decimal('492454.49'))
(2002, 6010004, 'univbrand #4', Decimal('483500.00'))
(2002, 10013002, 'exportiamalgamalg #2', Decimal('483117.26'))
(2002, 9014002, 'edu packunivamalg #2', Decimal('479439.35'))
(2002, 6009001, 'maxicorp #1', Decimal('478872.13'))
(2002, 8015008, 'scholarmaxi #8', Decimal('478382.25'))
(2002, 9013002, 'exportiunivamalg #2', Decimal('473913.33'))
(2002, 7004004, 'edu packbrand #4', Decimal('466688.44'))
(2002, 7015002, 'scholarnameless #2', Decimal('464863.66'))
(2002, 8003008, 'exportinameless #8', Decimal('463905.97'))
(2002, 9014004, 'edu packunivamalg #4', Decimal('462017.81'))
(2002, 6014002, 'edu packbrand #2', Decimal('442718.98'))
(2002, 8005006, 'scholarnameless #6', Decimal('427039.62'))
(2002, 10007001, 'brandunivamalg #1', Decimal('424283.87'))
(2002, 7008007, 'namelessbrand #7', Decimal('421870.60'))
(2002, 8013002, 'exportimaxi #2', Decimal('419669.87'))
(2002, 6009005, 'maxicorp #5', Decimal('414066.93'))
(2002, 10007015, 'brandunivamalg #15', Decimal('413974.08'))
(2002, 8008001, 'namelessnameless #1', Decimal('413215.54'))
(2002, 10012011, 'importoamalgamalg #11', Decimal('406865.32'))
(2002, 2002001, 'edu packedu pack #2', Decimal('406547.45'))
(2002, 10005010, 'scholarunivamalg #10', Decimal('403593.72'))
(2002, 9008008, 'namelessmaxi #8', Decimal('401937.98'))
