('store', 1001001, 8, 9, Decimal('84407.69'), 22, 'store', 1001001, 8, 9, Decimal('107198.50'), 26)
('store', 1001001, 9, 6, Decimal('153358.40'), 46, 'store', 1001001, 9, 6, Decimal('69260.84'), 21)
('store', 1001001, 9, 7, Decimal('501547.97'), 120, 'store', 1001001, 9, 7, Decimal('232722.74'), 57)
('store', 1001001, 9, 8, Decimal('169443.39'), 49, 'store', 1001001, 9, 8, Decimal('164910.27'), 43)
('store', 1001001, 9, 10, Decimal('165849.42'), 47, 'store', 1001001, 9, 10, Decimal('65243.59'), 19)
('store', 1001001, 10, 8, Decimal('129193.35'), 40, 'store', 1001001, 10, 8, Decimal('72161.47'), 21)
('store', 1001001, 10, 9, Decimal('358162.04'), 88, 'store', 1001001, 10, 9, Decimal('177173.55'), 55)
('store', 1001001, 10, 10, Decimal('282477.00'), 63, 'store', 1001001, 10, 10, Decimal('164579.03'), 37)
('store', 1001001, 11, 6, Decimal('115817.62'), 35, 'store', 1001001, 11, 6, Decimal('71556.13'), 22)
('store', 1001001, 11, 7, Decimal('450528.41'), 99, 'store', 1001001, 11, 7, Decimal('318880.20'), 82)
('store', 1001001, 11, 9, Decimal('391867.89'), 122, 'store', 1001001, 11, 9, Decimal('231640.51'), 65)
('store', 1001001, 12, 6, Decimal('89349.70'), 20, 'store', 1001001, 12, 6, Decimal('122170.91'), 25)
('store', 1001001, 12, 7, Decimal('105067.17'), 30, 'store', 1001001, 12, 7, Decimal('56782.12'), 16)
('store', 1001001, 12, 8, Decimal('584925.39'), 136, 'store', 1001001, 12, 8, Decimal('521798.14'), 122)
('store', 1001001, 12, 9, Decimal('136066.21'), 37, 'store', 1001001, 12, 9, Decimal('58240.04'), 19)
('store', 1001001, 13, 7, Decimal('444144.35'), 146, 'store', 1001001, 13, 7, Decimal('305929.16'), 86)
('store', 1001001, 13, 8, Decimal('315195.11'), 85, 'store', 1001001, 13, 8, Decimal('204392.16'), 68)
('store', 1001001, 13, 10, Decimal('218541.63'), 66, 'store', 1001001, 13, 10, Decimal('273081.43'), 71)
('store', 1001001, 14, 6, Decimal('218319.50'), 73, 'store', 1001001, 14, 6, Decimal('173207.79'), 36)
('store', 1001001, 14, 8, Decimal('285529.50'), 72, 'store', 1001001, 14, 8, Decimal('245910.26'), 74)
('store', 1001001, 15, 6, Decimal('126827.92'), 38, 'store', 1001001, 15, 6, Decimal('52564.10'), 18)
('store', 1001001, 15, 7, Decimal('220779.17'), 57, 'store', 1001001, 15, 7, Decimal('171994.74'), 45)
('store', 1001001, 15, 8, Decimal('245507.18'), 78, 'store', 1001001, 15, 8, Decimal('33971.26'), 9)
('store', 1001001, 15, 9, Decimal('163400.16'), 48, 'store', 1001001, 15, 9, Decimal('44895.24'), 14)
('store', 1001001, 15, 10, Decimal('399347.95'), 101, 'store', 1001001, 15, 10, Decimal('172864.01'), 44)
('store', 1001001, 16, 6, Decimal('153130.87'), 40, 'store', 1001001, 16, 6, Decimal('102886.08'), 19)
('store', 1001001, 16, 7, Decimal('99410.42'), 38, 'store', 1001001, 16, 7, Decimal('181066.52'), 46)
('store', 1001001, 16, 8, Decimal('112907.41'), 24, 'store', 1001001, 16, 8, Decimal('76766.22'), 15)
('store', 1001001, 16, 9, Decimal('185931.70'), 46, 'store', 1001001, 16, 9, Decimal('115111.86'), 39)
('store', 1001001, 16, 10, Decimal('110303.98'), 36, 'store', 1001001, 16, 10, Decimal('46845.82'), 17)
('store', 1001002, 1, 1, Decimal('99880679.32'), 26792, 'store', 1001002, 1, 1, Decimal('80713850.19'), 21975)
('store', 1001002, 2, 1, Decimal('5001187.27'), 1334, 'store', 1001002, 2, 1, Decimal('2973306.05'), 826)
('store', 1001002, 3, 1, Decimal('4144819.01'), 1189, 'store', 1001002, 3, 1, Decimal('2324163.09'), 631)
('store', 1001002, 4, 1, Decimal('4387584.13'), 1158, 'store', 1001002, 4, 1, Decimal('2541002.55'), 726)
('store', 1001002, 5, 1, Decimal('1398332.60'), 370, 'store', 1001002, 5, 1, Decimal('621391.04'), 168)
('store', 1001002, 6, 1, Decimal('1243114.42'), 334, 'store', 1001002, 6, 1, Decimal('775803.58'), 235)
('store', 1001002, 7, 1, Decimal('894986.39'), 264, 'store', 1001002, 7, 1, Decimal('420979.69'), 120)
('store', 1001002, 8, 1, Decimal('839066.92'), 219, 'store', 1001002, 8, 1, Decimal('494983.34'), 138)
('store', 1001002, 9, 1, Decimal('792330.27'), 189, 'store', 1001002, 9, 1, Decimal('321595.73'), 83)
('store', 1001002, 10, 1, Decimal('659696.20'), 193, 'store', 1001002, 10, 1, Decimal('440913.74'), 105)
('store', 1001002, 11, 1, Decimal('735330.15'), 203, 'store', 1001002, 11, 1, Decimal('475464.81'), 132)
('store', 1001002, 12, 1, Decimal('1183160.62'), 283, 'store', 1001002, 12, 1, Decimal('626867.24'), 166)
('store', 1001002, 13, 1, Decimal('710583.18'), 188, 'store', 1001002, 13, 1, Decimal('390595.79'), 105)
('store', 1001002, 14, 1, Decimal('308375.47'), 112, 'store', 1001002, 14, 1, Decimal('299283.14'), 93)
('store', 1001002, 15, 1, Decimal('740340.94'), 221, 'store', 1001002, 15, 1, Decimal('208902.48'), 62)
('store', 1001002, 16, 1, Decimal('1599810.80'), 437, 'store', 1001002, 16, 1, Decimal('895459.08'), 227)
('store', 1002001, 1, 1, Decimal('877496.68'), 233, 'store', 1002001, 1, 1, Decimal('378336.68'), 101)
('store', 1002001, 1, 2, Decimal('1035363.64'), 276, 'store', 1002001, 1, 2, Decimal('516453.98'), 146)
('store', 1002001, 1, 3, Decimal('770203.53'), 210, 'store', 1002001, 1, 3, Decimal('412057.60'), 115)
('store', 1002001, 1, 4, Decimal('855221.85'), 260, 'store', 1002001, 1, 4, Decimal('298311.67'), 83)
