(Decimal('221187521.31'), 'Electronics', 'personal', 0, 1)
(Decimal('220916954.78'), 'Electronics', 'disk drives', 0, 2)
(Decimal('220613199.47'), 'Electronics', 'scanners', 0, 3)
(Decimal('216466790.77'), 'Electronics', 'monitors', 0, 4)
(Decimal('215243714.10'), 'Electronics', 'dvd/vcr players', 0, 5)
(Decimal('214797547.67'), 'Electronics', 'televisions', 0, 6)
(Decimal('212236335.17'), 'Electronics', 'memory', 0, 7)
(Decimal('211909457.90'), 'Electronics', 'karoke', 0, 8)
(Decimal('209311938.59'), 'Electronics', 'stereo', 0, 9)
(Decimal('206397300.43'), 'Electronics', 'cameras', 0, 10)
(Decimal('204980977.05'), 'Electronics', 'musical', 0, 11)
(Decimal('202745494.75'), 'Electronics', 'camcorders', 0, 12)
(Decimal('199715767.26'), 'Electronics', 'automotive', 0, 13)
(Decimal('197932535.69'), 'Electronics', 'audio', 0, 14)
(Decimal('191567131.08'), 'Electronics', 'portable', 0, 15)
(Decimal('190349820.89'), 'Electronics', 'wireless', 0, 16)
(Decimal('2892136.13'), 'Electronics', None, 0, 17)
(Decimal('225477948.41'), 'Home', 'bedding', 0, 1)
(Decimal('215493328.95'), 'Home', 'furniture', 0, 2)
(Decimal('213020436.32'), 'Home', 'rugs', 0, 3)
(Decimal('210269779.72'), 'Home', 'tables', 0, 4)
(Decimal('210008786.02'), 'Home', 'decor', 0, 5)
(Decimal('209419265.47'), 'Home', 'accent', 0, 6)
(Decimal('206504523.95'), 'Home', 'glassware', 0, 7)
(Decimal('205749018.13'), 'Home', 'blinds/shades', 0, 8)
(Decimal('205340216.52'), 'Home', 'bathroom', 0, 9)
(Decimal('204454399.29'), 'Home', 'wallpaper', 0, 10)
(Decimal('201308836.47'), 'Home', 'curtains/drapes', 0, 11)
(Decimal('200609930.78'), 'Home', 'flatware', 0, 12)
(Decimal('198389235.30'), 'Home', 'kids', 0, 13)
(Decimal('197603667.01'), 'Home', 'mattresses', 0, 14)
(Decimal('196186361.10'), 'Home', 'lighting', 0, 15)
(Decimal('191359440.23'), 'Home', 'paint', 0, 16)
(Decimal('3987437.41'), 'Home', None, 0, 17)
(Decimal('220198329.31'), 'Jewelry', 'consignment', 0, 1)
(Decimal('217884372.00'), 'Jewelry', 'birdal', 0, 2)
(Decimal('216767382.54'), 'Jewelry', 'jewelry boxes', 0, 3)
(Decimal('215974538.69'), 'Jewelry', 'womens watch', 0, 4)
(Decimal('214963339.91'), 'Jewelry', 'semi-precious', 0, 5)
(Decimal('213330942.32'), 'Jewelry', 'custom', 0, 6)
(Decimal('209676262.84'), 'Jewelry', 'estate', 0, 7)
(Decimal('209614642.50'), 'Jewelry', 'mens watch', 0, 8)
(Decimal('207369281.50'), 'Jewelry', 'gold', 0, 9)
(Decimal('203456690.67'), 'Jewelry', 'rings', 0, 10)
(Decimal('203056663.90'), 'Jewelry', 'earings', 0, 11)
(Decimal('203022274.66'), 'Jewelry', 'pendants', 0, 12)
(Decimal('201313590.12'), 'Jewelry', 'bracelets', 0, 13)
(Decimal('200724857.48'), 'Jewelry', 'loose stones', 0, 14)
(Decimal('200581454.24'), 'Jewelry', 'diamonds', 0, 15)
(Decimal('198794983.60'), 'Jewelry', 'costume', 0, 16)
(Decimal('2604507.75'), 'Jewelry', None, 0, 17)
(Decimal('850686504.41'), 'Men', 'accessories', 0, 1)
(Decimal('806728175.97'), 'Men', 'sports-apparel', 0, 2)
(Decimal('804532996.82'), 'Men', 'shirts', 0, 3)
(Decimal('778479345.76'), 'Men', 'pants', 0, 4)
(Decimal('3745626.65'), 'Men', None, 0, 5)
(Decimal('839511419.48'), 'Music', 'rock', 0, 1)
(Decimal('827041877.39'), 'Music', 'classical', 0, 2)
(Decimal('807308590.28'), 'Music', 'pop', 0, 3)
(Decimal('804460285.50'), 'Music', 'country', 0, 4)
(Decimal('7185052.77'), 'Music', None, 0, 5)
(Decimal('844783917.75'), 'Shoes', 'womens', 0, 1)
(Decimal('841148442.88'), 'Shoes', 'athletic', 0, 2)
(Decimal('829228218.33'), 'Shoes', 'mens', 0, 3)
(Decimal('812020945.54'), 'Shoes', 'kids', 0, 4)
(Decimal('4017143.92'), 'Shoes', None, 0, 5)
