('amalgscholar #1', 1999, 137116.97416666665, Decimal('72087.43'), Decimal('80830.69'), Decimal('77797.69'))
('amalgexporti #1', 1999, 135711.81416666668, Decimal('70696.49'), Decimal('77749.78'), Decimal('78732.50'))
('edu packimporto #1', 1999, 139561.38583333333, Decimal('74619.30'), Decimal('79208.25'), Decimal('77962.19'))
('exportiexporti #1', 1999, 129302.32333333333, Decimal('64390.42'), Decimal('77177.34'), Decimal('74293.67'))
('edu packscholar #1', 1999, 136738.22916666666, Decimal('71837.66'), Decimal('81546.85'), Decimal('79452.58'))
('importoimporto #1', 1999, 129463.50333333333, Decimal('64591.35'), Decimal('81876.98'), Decimal('71595.34'))
('edu packimporto #1', 1999, 140150.03833333333, Decimal('75281.05'), Decimal('84304.34'), Decimal('74461.85'))
('amalgedu pack #1', 1999, 133912.68666666668, Decimal('69102.36'), Decimal('80156.52'), Decimal('73524.86'))
('edu packscholar #1', 1999, 137467.11916666667, Decimal('72823.74'), Decimal('80557.32'), Decimal('75243.95'))
('importoexporti #1', 1999, 133776.2625, Decimal('69181.37'), Decimal('74621.11'), Decimal('80828.82'))
('exportiamalg #1', 1999, 134900.90166666667, Decimal('70347.33'), Decimal('85546.38'), Decimal('76273.25'))
('edu packimporto #1', 1999, 138575.58666666667, Decimal('74025.29'), Decimal('82578.26'), Decimal('77575.46'))
('edu packscholar #1', 1999, 136346.11916666667, Decimal('71805.40'), Decimal('86070.82'), Decimal('80860.79'))
('edu packimporto #1', 1999, 140362.01666666666, Decimal('75835.01'), Decimal('78471.06'), Decimal('81859.66'))
('amalgexporti #1', 1999, 133348.9875, Decimal('68825.88'), Decimal('83364.98'), Decimal('82195.11'))
('amalgscholar #1', 1999, 135021.79666666666, Decimal('70536.65'), Decimal('84345.83'), Decimal('81552.32'))
('amalgscholar #1', 1999, 135631.06333333332, Decimal('71190.52'), Decimal('80921.42'), Decimal('74320.09'))
('edu packamalg #1', 1999, 130857.68916666666, Decimal('66420.03'), Decimal('70574.61'), Decimal('72375.33'))
('amalgscholar #1', 1999, 135533.70666666667, Decimal('71109.74'), Decimal('77949.06'), Decimal('78766.56'))
('amalgedu pack #1', 1999, 135408.02333333335, Decimal('71035.27'), Decimal('74642.98'), Decimal('74131.48'))
('amalgscholar #1', 1999, 135457.32166666666, Decimal('71115.79'), Decimal('80325.24'), Decimal('77102.76'))
('importoexporti #1', 1999, 133533.7225, Decimal('69225.36'), Decimal('72473.90'), Decimal('70812.24'))
('edu packedu pack #1', 1999, 130625.89416666667, Decimal('66322.50'), Decimal('74780.69'), Decimal('71143.89'))
('edu packscholar #1', 1999, 137656.90916666668, Decimal('73366.90'), Decimal('79569.35'), Decimal('78798.07'))
('amalgedu pack #1', 1999, 135741.50583333333, Decimal('71499.89'), Decimal('81568.06'), Decimal('81545.92'))
('edu packamalg #1', 1999, 131121.13916666666, Decimal('66887.96'), Decimal('80894.75'), Decimal('77095.13'))
('edu packimporto #1', 1999, 140727.07666666666, Decimal('76574.81'), Decimal('78768.16'), Decimal('77837.80'))
('edu packscholar #1', 1999, 136478.58666666667, Decimal('72461.78'), Decimal('79323.54'), Decimal('84116.55'))
('edu packscholar #1', 1999, 135966.01583333334, Decimal('72048.53'), Decimal('81239.42'), Decimal('78751.17'))
('amalgedu pack #1', 1999, 137248.23833333334, Decimal('73340.87'), Decimal('81357.98'), Decimal('80213.48'))
('amalgscholar #1', 1999, 136659.095, Decimal('72758.94'), Decimal('82053.57'), Decimal('74466.40'))
('edu packimporto #1', 1999, 139256.67583333334, Decimal('75359.44'), Decimal('81549.06'), Decimal('84434.88'))
('edu packscholar #1', 1999, 136069.83166666667, Decimal('72193.41'), Decimal('74055.98'), Decimal('80839.98'))
('amalgedu pack #1', 1999, 135062.7, Decimal('71209.76'), Decimal('80955.05'), Decimal('78350.21'))
('edu packimporto #1', 1999, 139518.07416666666, Decimal('75682.73'), Decimal('84320.58'), Decimal('78604.09'))
('importoedu pack #1', 1999, 129510.88916666666, Decimal('65696.10'), Decimal('72669.96'), Decimal('78138.92'))
('amalgexporti #1', 1999, 132926.15083333335, Decimal('69115.23'), Decimal('82578.43'), Decimal('73051.19'))
('amalgscholar #1', 1999, 136867.06833333333, Decimal('73074.91'), Decimal('78613.97'), Decimal('82589.46'))
('edu packedu pack #1', 1999, 131459.52166666667, Decimal('67705.86'), Decimal('82645.89'), Decimal('76368.58'))
('edu packexporti #1', 1999, 130721.035, Decimal('66977.28'), Decimal('79389.93'), Decimal('81693.53'))
('importoamalg #1', 1999, 128393.02833333334, Decimal('64658.56'), Decimal('80289.43'), Decimal('71301.81'))
('amalgedu pack #1', 1999, 135741.50583333333, Decimal('72034.00'), Decimal('81545.92'), Decimal('81362.50'))
('amalgexporti #1', 1999, 133761.14083333334, Decimal('70105.65'), Decimal('81385.27'), Decimal('81812.22'))
('amalgscholar #1', 1999, 136896.56666666668, Decimal('73253.86'), Decimal('83350.31'), Decimal('77855.22'))
('exportiedu pack #1', 1999, 132894.22583333333, Decimal('69262.70'), Decimal('75088.26'), Decimal('73985.51'))
('exportiamalg #1', 1999, 134687.31166666668, Decimal('71083.46'), Decimal('80550.85'), Decimal('78576.97'))
('edu packamalg #1', 1999, 132250.16333333333, Decimal('68679.03'), Decimal('78980.19'), Decimal('78332.99'))
('importoexporti #1', 1999, 132508.49833333332, Decimal('68946.44'), Decimal('76167.32'), Decimal('74479.51'))
('amalgedu pack #1', 1999, 137321.86166666666, Decimal('73795.83'), Decimal('70549.12'), Decimal('77444.04'))
('amalgimporto #1', 1999, 133699.68916666668, Decimal('70184.37'), Decimal('74100.21'), Decimal('76794.56'))
('amalgscholar #1', 1999, 136202.59, Decimal('72706.57'), Decimal('81491.00'), Decimal('77916.96'))
('exportiamalg #1', 1999, 134601.37333333332, Decimal('71137.47'), Decimal('77461.32'), Decimal('77735.86'))
('exportiamalg #1', 1999, 135081.76, Decimal('71620.35'), Decimal('81839.37'), Decimal('81460.26'))
('importoscholar #1', 1999, 134702.62083333332, Decimal('71311.55'), Decimal('81102.19'), Decimal('76682.52'))
('exportiedu pack #1', 1999, 132696.0375, Decimal('69309.38'), Decimal('74297.12'), Decimal('79648.50'))
('exportiamalg #1', 1999, 133756.185, Decimal('70388.11'), Decimal('73018.17'), Decimal('74954.69'))
('edu packamalg #1', 1999, 130846.27, Decimal('67479.64'), Decimal('79126.15'), Decimal('74827.49'))
('exportiimporto #1', 1999, 128886.82583333334, Decimal('65540.70'), Decimal('75464.03'), Decimal('69912.43'))
