('Books', 'entertainments', 'edu packmaxi #3', None, None, None, None, None, Decimal('76208773.77'), 93)
('Books', 'entertainments', 'edu packmaxi #6', None, None, None, None, None, Decimal('103435378.37'), 49)
('Books', 'entertainments', 'edu packmaxi #8', None, None, None, None, None, Decimal('96753443.19'), 64)
('Books', 'entertainments', None, None, None, None, None, None, Decimal('645828885.61'), 4)
('Books', 'fiction', 'scholarunivamalg #12', None, None, None, None, None, Decimal('113311812.84'), 32)
('Books', 'fiction', 'scholarunivamalg #2', None, None, None, None, None, Decimal('106950216.23'), 41)
('Books', 'fiction', 'scholarunivamalg #6', None, None, None, None, None, Decimal('113593672.60'), 31)
('Books', 'fiction', 'scholarunivamalg #8', None, None, None, None, None, Decimal('115327084.79'), 28)
('Books', 'fiction', 'scholarunivamalg #9', None, None, None, None, None, Decimal('71456832.42'), 100)
('Books', 'fiction', None, None, None, None, None, None, Decimal('655478205.23'), 3)
('Books', 'history', 'scholarmaxi #12', None, None, None, None, None, Decimal('110108674.97'), 34)
('Books', 'history', 'scholarmaxi #2', None, None, None, None, None, Decimal('95571444.22'), 65)
('Books', 'history', 'scholarmaxi #3', None, None, None, None, None, Decimal('81316017.41'), 88)
('Books', 'history', 'scholarmaxi #6', None, None, None, None, None, Decimal('109275046.88'), 36)
('Books', 'history', 'scholarmaxi #8', None, None, None, None, None, Decimal('118414129.14'), 26)
('Books', 'history', 'scholarmaxi #9', None, None, None, None, None, Decimal('84177163.95'), 84)
('Books', 'history', None, None, None, None, None, None, Decimal('659961016.25'), 2)
('Books', 'home repair', 'importounivamalg #12', None, None, None, None, None, Decimal('97419502.40'), 63)
('Books', 'home repair', 'importounivamalg #2', None, None, None, None, None, Decimal('121197031.10'), 21)
('Books', 'home repair', 'importounivamalg #6', None, None, None, None, None, Decimal('90518537.25'), 79)
('Books', 'home repair', 'importounivamalg #8', None, None, None, None, None, Decimal('119751507.19'), 22)
('Books', 'home repair', None, None, None, None, None, None, Decimal('623517939.53'), 8)
('Books', 'mystery', 'corpunivamalg #12', None, None, None, None, None, Decimal('108717384.17'), 38)
('Books', 'mystery', 'corpunivamalg #2', None, None, None, None, None, Decimal('101262986.73'), 53)
('Books', 'mystery', 'corpunivamalg #3', None, None, None, None, None, Decimal('72890413.25'), 96)
('Books', 'mystery', 'corpunivamalg #6', None, None, None, None, None, Decimal('84104057.81'), 85)
('Books', 'mystery', 'corpunivamalg #8', None, None, None, None, None, Decimal('97872310.90'), 61)
('Books', 'mystery', None, None, None, None, None, None, Decimal('590367929.48'), 17)
('Books', 'parenting', 'corpmaxi #12', None, None, None, None, None, Decimal('104160430.62'), 47)
('Books', 'parenting', 'corpmaxi #2', None, None, None, None, None, Decimal('105746598.50'), 43)
('Books', 'parenting', 'corpmaxi #3', None, None, None, None, None, Decimal('71962007.28'), 99)
('Books', 'parenting', 'corpmaxi #6', None, None, None, None, None, Decimal('98811537.52'), 60)
('Books', 'parenting', 'corpmaxi #8', None, None, None, None, None, Decimal('102208025.91'), 51)
('Books', 'parenting', 'corpmaxi #9', None, None, None, None, None, Decimal('81237986.05'), 89)
('Books', 'parenting', None, None, None, None, None, None, Decimal('622155346.63'), 10)
('Books', 'reference', 'brandmaxi #12', None, None, None, None, None, Decimal('103405634.76'), 50)
('Books', 'reference', 'brandmaxi #2', None, None, None, None, None, Decimal('92982834.61'), 72)
('Books', 'reference', 'brandmaxi #3', None, None, None, None, None, Decimal('84952084.60'), 83)
('Books', 'reference', 'brandmaxi #6', None, None, None, None, None, Decimal('101218235.37'), 54)
('Books', 'reference', 'brandmaxi #8', None, None, None, None, None, Decimal('125838106.32'), 18)
('Books', 'reference', 'brandmaxi #9', None, None, None, None, None, Decimal('73002452.45'), 95)
('Books', 'reference', None, None, None, None, None, None, Decimal('643744927.95'), 5)
('Books', 'romance', 'namelessmaxi #12', None, None, None, None, None, Decimal('115305165.35'), 29)
('Books', 'romance', 'namelessmaxi #2', None, None, None, None, None, Decimal('97529868.40'), 62)
('Books', 'romance', 'namelessmaxi #3', None, None, None, None, None, Decimal('85120646.66'), 80)
('Books', 'romance', 'namelessmaxi #6', None, None, None, None, None, Decimal('100345614.73'), 56)
('Books', 'romance', 'namelessmaxi #8', None, None, None, None, None, Decimal('90891536.47'), 78)
('Books', 'romance', 'namelessmaxi #9', None, None, None, None, None, Decimal('72004259.91'), 98)
('Books', 'romance', None, None, None, None, None, None, Decimal('622267150.27'), 9)
('Books', 'science', 'maximaxi #12', None, None, None, None, None, Decimal('85107677.97'), 81)
('Books', 'science', 'maximaxi #2', None, None, None, None, None, Decimal('112684585.19'), 33)
('Books', 'science', 'maximaxi #3', None, None, None, None, None, Decimal('79304657.73'), 91)
('Books', 'science', 'maximaxi #6', None, None, None, None, None, Decimal('104102634.41'), 48)
('Books', 'science', 'maximaxi #8', None, None, None, None, None, Decimal('91905997.69'), 76)
('Books', 'science', 'maximaxi #9', None, None, None, None, None, Decimal('76231427.19'), 92)
('Books', 'science', None, None, None, None, None, None, Decimal('608526477.38'), 14)
('Books', 'self-help', 'exportiunivamalg #12', None, None, None, None, None, Decimal('105836772.23'), 42)
('Books', 'self-help', 'exportiunivamalg #2', None, None, None, None, None, Decimal('95361167.70'), 66)
('Books', 'self-help', 'exportiunivamalg #3', None, None, None, None, None, Decimal('72617754.10'), 97)
('Books', 'self-help', 'exportiunivamalg #6', None, None, None, None, None, Decimal('100753087.75'), 55)
('Books', 'self-help', 'exportiunivamalg #8', None, None, None, None, None, Decimal('91007236.04'), 77)
('Books', 'self-help', 'exportiunivamalg #9', None, None, None, None, None, Decimal('92345297.58'), 74)
('Books', 'self-help', None, None, None, None, None, None, Decimal('612053361.47'), 13)
('Books', 'sports', 'edu packunivamalg #12', None, None, None, None, None, Decimal('114141114.02'), 30)
('Books', 'sports', 'edu packunivamalg #2', None, None, None, None, None, Decimal('108436371.09'), 39)
('Books', 'sports', 'edu packunivamalg #6', None, None, None, None, None, Decimal('119610745.04'), 23)
('Books', 'sports', 'edu packunivamalg #8', None, None, None, None, None, Decimal('107718700.15'), 40)
('Books', 'sports', None, None, None, None, None, None, Decimal('637988631.64'), 6)
('Books', 'travel', 'univunivamalg #12', None, None, None, None, None, Decimal('92008017.80'), 75)
('Books', 'travel', 'univunivamalg #2', None, None, None, None, None, Decimal('99397370.57'), 59)
('Books', 'travel', 'univunivamalg #6', None, None, None, None, None, Decimal('108879007.85'), 37)
('Books', 'travel', 'univunivamalg #8', None, None, None, None, None, Decimal('118551267.28'), 25)
('Books', 'travel', 'univunivamalg #9', None, None, None, None, None, Decimal('79709695.63'), 90)
('Books', 'travel', None, None, None, None, None, None, Decimal('628654714.08'), 7)
('Books', None, None, None, None, None, None, None, Decimal('10000611622.03'), 1)
