(907, 2.2, 11, Decimal('8.91'), Decimal('1.18'), 5, Decimal('8.17'), Decimal('19.40'))
(941, 1.02, 59, Decimal('86.55'), Decimal('74.25'), 58, Decimal('97.61'), Decimal('63.77'))
(977, 2.29, 39, Decimal('7.43'), Decimal('10.77'), 17, Decimal('29.00'), Decimal('0.00'))
(998, 1.24, 26, Decimal('25.68'), Decimal('11.39'), 21, Decimal('21.24'), Decimal('8.49'))
(1055, 2.44, 78, Decimal('91.44'), Decimal('127.50'), 32, Decimal('71.15'), Decimal('6.52'))
(1075, 0.44, 32, Decimal('54.85'), Decimal('37.53'), 72, Decimal('53.66'), Decimal('35.01'))
(1081, 10.57, 74, Decimal('81.65'), Decimal('72.01'), 7, Decimal('11.46'), Decimal('17.42'))
(1105, 1.9, 78, Decimal('38.66'), Decimal('23.92'), 41, Decimal('84.90'), Decimal('89.77'))
(1112, 2.73, 41, Decimal('17.76'), Decimal('6.13'), 15, Decimal('8.38'), Decimal('10.36'))
(1129, 0.09, 8, Decimal('85.14'), Decimal('58.10'), 92, Decimal('45.42'), Decimal('128.62'))
(1153, 7.42, 89, Decimal('40.50'), Decimal('13.94'), 12, Decimal('89.75'), Decimal('50.16'))
(1153, 0.43, 36, Decimal('88.77'), Decimal('123.24'), 83, Decimal('42.76'), Decimal('85.43'))
(1163, 1.3, 95, Decimal('64.69'), Decimal('2.09'), 73, Decimal('59.39'), Decimal('121.73'))
(1165, 1.96, 88, Decimal('42.80'), Decimal('26.75'), 45, Decimal('83.76'), Decimal('63.35'))
(1225, 1.09, 61, Decimal('38.00'), Decimal('33.34'), 56, Decimal('75.98'), Decimal('77.86'))
(1256, 0.02, 2, Decimal('61.62'), Decimal('18.64'), 94, Decimal('42.60'), Decimal('4.44'))
(1265, 1.26, 48, Decimal('82.00'), Decimal('81.18'), 38, Decimal('78.22'), Decimal('74.66'))
(1267, 2.88, 95, Decimal('7.53'), Decimal('2.74'), 33, Decimal('15.64'), Decimal('37.83'))
(1271, 0.73, 64, Decimal('11.44'), Decimal('12.19'), 88, Decimal('77.33'), Decimal('13.27'))
(1285, 1.04, 83, Decimal('12.50'), Decimal('11.54'), 80, Decimal('50.10'), Decimal('102.42'))
(1303, 2.11, 38, Decimal('30.90'), Decimal('22.38'), 18, Decimal('5.06'), Decimal('8.98'))
(1315, 1.57, 58, Decimal('12.71'), Decimal('3.91'), 37, Decimal('35.45'), Decimal('51.18'))
(1334, 1.14, 96, Decimal('40.97'), Decimal('11.24'), 84, Decimal('28.33'), Decimal('44.34'))
(1340, None, None, Decimal('24.09'), Decimal('18.79'), 65, Decimal('29.55'), Decimal('21.17'))
(1345, 0.61, 60, Decimal('2.42'), Decimal('3.21'), 98, Decimal('83.19'), Decimal('128.97'))
(1358, 8.36, 92, Decimal('68.33'), Decimal('15.98'), 11, Decimal('66.01'), Decimal('32.10'))
(1358, 0.56, 54, Decimal('73.88'), Decimal('88.18'), 97, Decimal('72.67'), Decimal('52.46'))
(1376, 3.59, 97, Decimal('7.50'), Decimal('0.00'), 27, Decimal('39.21'), Decimal('86.94'))
(1394, 5.31, 85, Decimal('47.99'), Decimal('25.96'), 16, Decimal('85.31'), Decimal('137.51'))
(1399, 0.14, 5, Decimal('95.72'), Decimal('98.62'), 37, Decimal('70.35'), Decimal('24.69'))
(1459, 18.0, 72, Decimal('41.41'), Decimal('5.66'), 4, Decimal('42.10'), Decimal('13.55'))
(1466, 0.41, 40, Decimal('44.50'), Decimal('25.84'), 98, Decimal('63.31'), Decimal('123.28'))
(1475, 0.2, 6, Decimal('30.90'), Decimal('19.28'), 30, Decimal('85.80'), Decimal('5.42'))
(1478, 1.53, 49, Decimal('21.80'), Decimal('19.25'), 32, Decimal('99.91'), Decimal('104.76'))
(1495, 0.14, 9, Decimal('82.75'), Decimal('11.25'), 65, Decimal('35.18'), Decimal('7.42'))
(1507, 0.38, 14, Decimal('73.51'), Decimal('104.30'), 37, Decimal('40.52'), Decimal('6.77'))
(1525, 0.59, 26, Decimal('6.80'), Decimal('2.20'), 44, Decimal('93.42'), Decimal('50.40'))
(1532, 0.98, 55, Decimal('76.38'), Decimal('12.40'), 56, Decimal('61.70'), Decimal('95.35'))
(1537, 1.73, 38, Decimal('81.42'), Decimal('22.09'), 22, Decimal('55.72'), Decimal('102.96'))
(1619, 5.88, 100, Decimal('26.49'), Decimal('26.79'), 17, Decimal('61.37'), Decimal('82.90'))
(1645, 2.93, 82, Decimal('52.50'), Decimal('15.59'), 28, Decimal('10.05'), Decimal('12.40'))
(1687, 0.02, 2, Decimal('65.22'), Decimal('20.84'), 94, Decimal('45.61'), Decimal('4.15'))
(1736, 1.03, 95, Decimal('7.03'), Decimal('0.24'), 92, Decimal('83.18'), Decimal('181.35'))
(1736, 1.5, 66, Decimal('35.25'), Decimal('27.49'), 44, Decimal('86.18'), Decimal('137.92'))
(1739, 0.03, 3, Decimal('63.41'), Decimal('43.21'), 86, Decimal('31.61'), Decimal('45.80'))
(1760, 2.15, 84, Decimal('56.30'), Decimal('66.33'), 39, Decimal('84.94'), Decimal('128.79'))
(1775, 1.46, 76, Decimal('83.81'), Decimal('93.52'), 52, Decimal('80.19'), Decimal('134.96'))
(1801, 0.27, 16, Decimal('1.61'), Decimal('2.40'), 60, Decimal('11.83'), Decimal('0.50'))
(1813, 0.27, 25, Decimal('10.98'), Decimal('1.31'), 92, Decimal('50.30'), Decimal('27.41'))
(1814, 3.84, 96, Decimal('81.52'), Decimal('40.66'), 25, Decimal('49.50'), Decimal('102.19'))
(1838, 3.5, 91, Decimal('52.78'), Decimal('73.38'), 26, Decimal('48.27'), Decimal('42.36'))
(1867, 0.6, 58, Decimal('1.88'), Decimal('1.92'), 97, Decimal('76.77'), Decimal('82.10'))
(1909, 1.32, 66, Decimal('26.75'), Decimal('2.52'), 50, Decimal('16.07'), Decimal('10.47'))
(1937, 1.35, 93, Decimal('63.12'), Decimal('70.28'), 69, Decimal('71.55'), Decimal('10.04'))
(1964, 0.24, 19, Decimal('5.25'), Decimal('4.03'), 80, Decimal('30.87'), Decimal('36.99'))
(1988, 1.31, 89, Decimal('2.46'), Decimal('2.16'), 68, Decimal('71.70'), Decimal('71.01'))
(1988, 33.0, 66, Decimal('9.78'), Decimal('0.00'), 2, Decimal('86.02'), Decimal('24.82'))
(2027, 1.51, 92, Decimal('32.53'), Decimal('12.43'), 61, Decimal('33.01'), Decimal('75.88'))
(2065, 2.31, 30, Decimal('10.17'), Decimal('19.22'), 13, Decimal('88.09'), Decimal('68.97'))
(2150, 0.8, 72, Decimal('30.73'), Decimal('2.21'), 90, Decimal('57.36'), Decimal('109.58'))
