('catalog channel', 'catalog_pageAAAAAAAAACLBAAAA', Decimal('0.00'), Decimal('219967.23'), Decimal('-132815.25'))
('catalog channel', 'catalog_pageAAAAAAAAACMBAAAA', Decimal('5219763.69'), Decimal('27099.44'), Decimal('-693865.15'))
('catalog channel', 'catalog_pageAAAAAAAAACNBAAAA', Decimal('0.00'), Decimal('16432.15'), Decimal('-8340.69'))
('catalog channel', 'catalog_pageAAAAAAAAACOAAAAA', Decimal('0.00'), Decimal('19340.23'), Decimal('-10632.14'))
('catalog channel', 'catalog_pageAAAAAAAAACOBAAAA', Decimal('0.00'), Decimal('8811.51'), Decimal('-9238.35'))
('catalog channel', 'catalog_pageAAAAAAAAACPBAAAA', Decimal('0.00'), Decimal('5764.08'), Decimal('-2423.13'))
('catalog channel', 'catalog_pageAAAAAAAAADACAAAA', Decimal('5198854.11'), Decimal('4180.87'), Decimal('-520721.60'))
('catalog channel', 'catalog_pageAAAAAAAAADFBAAAA', Decimal('0.00'), Decimal('1382.70'), Decimal('-2986.56'))
('catalog channel', 'catalog_pageAAAAAAAAADLBAAAA', Decimal('9695818.75'), Decimal('105341.85'), Decimal('-1169498.68'))
('catalog channel', 'catalog_pageAAAAAAAAADMBAAAA', Decimal('5292207.14'), Decimal('37064.07'), Decimal('-498679.64'))
('catalog channel', 'catalog_pageAAAAAAAAADNBAAAA', Decimal('0.00'), Decimal('32089.15'), Decimal('-18173.62'))
('catalog channel', 'catalog_pageAAAAAAAAADOAAAAA', Decimal('0.00'), Decimal('15643.76'), Decimal('-12567.96'))
('catalog channel', 'catalog_pageAAAAAAAAADOBAAAA', Decimal('0.00'), Decimal('22981.36'), Decimal('-18520.26'))
('catalog channel', 'catalog_pageAAAAAAAAADPBAAAA', Decimal('0.00'), Decimal('5190.42'), Decimal('-4639.92'))
('catalog channel', 'catalog_pageAAAAAAAAAEACAAAA', Decimal('5215594.85'), Decimal('0.33'), Decimal('-487135.19'))
('catalog channel', 'catalog_pageAAAAAAAAAELBAAAA', Decimal('10291730.12'), Decimal('106231.39'), Decimal('-1392499.69'))
('catalog channel', 'catalog_pageAAAAAAAAAEMBAAAA', Decimal('5308708.49'), Decimal('32424.68'), Decimal('-568695.90'))
('catalog channel', 'catalog_pageAAAAAAAAAENBAAAA', Decimal('0.00'), Decimal('12991.75'), Decimal('-5120.25'))
('catalog channel', 'catalog_pageAAAAAAAAAEOAAAAA', Decimal('0.00'), Decimal('28690.52'), Decimal('-10805.01'))
('catalog channel', 'catalog_pageAAAAAAAAAEOBAAAA', Decimal('0.00'), Decimal('8415.83'), Decimal('-7607.40'))
('catalog channel', 'catalog_pageAAAAAAAAAEPBAAAA', Decimal('0.00'), Decimal('3276.89'), Decimal('-1874.69'))
('catalog channel', 'catalog_pageAAAAAAAAAFACAAAA', Decimal('5240274.97'), Decimal('2829.18'), Decimal('-440086.53'))
('catalog channel', 'catalog_pageAAAAAAAAAFFBAAAA', Decimal('0.00'), Decimal('18402.02'), Decimal('-10484.23'))
('catalog channel', 'catalog_pageAAAAAAAAAFLBAAAA', Decimal('10585099.72'), Decimal('86155.43'), Decimal('-1276145.83'))
('catalog channel', 'catalog_pageAAAAAAAAAFMBAAAA', Decimal('5292199.99'), Decimal('33897.71'), Decimal('-542666.90'))
('catalog channel', 'catalog_pageAAAAAAAAAFNBAAAA', Decimal('0.00'), Decimal('26550.12'), Decimal('-14687.87'))
('catalog channel', 'catalog_pageAAAAAAAAAFOAAAAA', Decimal('0.00'), Decimal('22815.19'), Decimal('-14868.49'))
('catalog channel', 'catalog_pageAAAAAAAAAFOBAAAA', Decimal('0.00'), Decimal('15893.46'), Decimal('-12519.01'))
('catalog channel', 'catalog_pageAAAAAAAAAFPBAAAA', Decimal('0.00'), Decimal('5682.39'), Decimal('-3797.01'))
('catalog channel', 'catalog_pageAAAAAAAAAGFBAAAA', Decimal('0.00'), Decimal('7383.42'), Decimal('-8229.09'))
('catalog channel', 'catalog_pageAAAAAAAAAGLBAAAA', Decimal('10753580.78'), Decimal('86552.55'), Decimal('-1103687.08'))
('catalog channel', 'catalog_pageAAAAAAAAAGMBAAAA', Decimal('5336808.27'), Decimal('58664.28'), Decimal('-620889.11'))
('catalog channel', 'catalog_pageAAAAAAAAAGNBAAAA', Decimal('0.00'), Decimal('16837.40'), Decimal('-8395.94'))
('catalog channel', 'catalog_pageAAAAAAAAAGOAAAAA', Decimal('0.00'), Decimal('22613.11'), Decimal('-12622.70'))
('catalog channel', 'catalog_pageAAAAAAAAAGOBAAAA', Decimal('0.00'), Decimal('12375.68'), Decimal('-8779.63'))
('catalog channel', 'catalog_pageAAAAAAAAAGPBAAAA', Decimal('0.00'), Decimal('2172.63'), Decimal('-1377.49'))
('catalog channel', 'catalog_pageAAAAAAAAAHFBAAAA', Decimal('0.00'), Decimal('16770.72'), Decimal('-10380.00'))
('catalog channel', 'catalog_pageAAAAAAAAAHLBAAAA', Decimal('10331361.20'), Decimal('98569.88'), Decimal('-1016972.62'))
('catalog channel', 'catalog_pageAAAAAAAAAHMBAAAA', Decimal('5613068.54'), Decimal('30793.56'), Decimal('-507638.63'))
('catalog channel', 'catalog_pageAAAAAAAAAHNBAAAA', Decimal('0.00'), Decimal('12575.73'), Decimal('-9704.28'))
('catalog channel', 'catalog_pageAAAAAAAAAHOAAAAA', Decimal('0.00'), Decimal('28549.47'), Decimal('-14937.40'))
('catalog channel', 'catalog_pageAAAAAAAAAHOBAAAA', Decimal('0.00'), Decimal('13040.10'), Decimal('-8518.96'))
('catalog channel', 'catalog_pageAAAAAAAAAHPAAAAA', Decimal('0.00'), Decimal('10240.98'), Decimal('-5273.11'))
('catalog channel', 'catalog_pageAAAAAAAAAHPBAAAA', Decimal('0.00'), Decimal('10053.76'), Decimal('-5569.23'))
('catalog channel', 'catalog_pageAAAAAAAAAIFBAAAA', Decimal('0.00'), Decimal('7217.92'), Decimal('-9702.14'))
('catalog channel', 'catalog_pageAAAAAAAAAIKBAAAA', Decimal('0.00'), Decimal('249472.09'), Decimal('-155343.38'))
('catalog channel', 'catalog_pageAAAAAAAAAILBAAAA', Decimal('10471523.01'), Decimal('83260.42'), Decimal('-1011564.74'))
('catalog channel', 'catalog_pageAAAAAAAAAIMBAAAA', Decimal('5138214.21'), Decimal('17846.79'), Decimal('-567905.71'))
('catalog channel', 'catalog_pageAAAAAAAAAINBAAAA', Decimal('0.00'), Decimal('6290.62'), Decimal('-3821.52'))
('catalog channel', 'catalog_pageAAAAAAAAAIOAAAAA', Decimal('0.00'), Decimal('24088.58'), Decimal('-9796.49'))
('catalog channel', 'catalog_pageAAAAAAAAAIOBAAAA', Decimal('0.00'), Decimal('6687.98'), Decimal('-4578.51'))
('catalog channel', 'catalog_pageAAAAAAAAAIPAAAAA', Decimal('0.00'), Decimal('6431.63'), Decimal('-3883.21'))
('catalog channel', 'catalog_pageAAAAAAAAAIPBAAAA', Decimal('0.00'), Decimal('16721.67'), Decimal('-14895.00'))
('catalog channel', 'catalog_pageAAAAAAAAAJFBAAAA', Decimal('0.00'), Decimal('240.12'), Decimal('-261.89'))
('catalog channel', 'catalog_pageAAAAAAAAAJKBAAAA', Decimal('0.00'), Decimal('242469.49'), Decimal('-147111.94'))
('catalog channel', 'catalog_pageAAAAAAAAAJLBAAAA', Decimal('10385614.63'), Decimal('83674.22'), Decimal('-1123287.33'))
('catalog channel', 'catalog_pageAAAAAAAAAJMBAAAA', Decimal('5191563.97'), Decimal('17393.38'), Decimal('-589959.34'))
('catalog channel', 'catalog_pageAAAAAAAAAJNBAAAA', Decimal('0.00'), Decimal('23076.82'), Decimal('-15977.95'))
('catalog channel', 'catalog_pageAAAAAAAAAJOAAAAA', Decimal('0.00'), Decimal('26829.61'), Decimal('-9635.66'))
('catalog channel', 'catalog_pageAAAAAAAAAJOBAAAA', Decimal('0.00'), Decimal('20919.48'), Decimal('-10593.44'))
('catalog channel', 'catalog_pageAAAAAAAAAJPAAAAA', Decimal('0.00'), Decimal('12359.34'), Decimal('-5130.58'))
('catalog channel', 'catalog_pageAAAAAAAAAJPBAAAA', Decimal('0.00'), Decimal('14338.80'), Decimal('-6188.51'))
('catalog channel', 'catalog_pageAAAAAAAAAKEBAAAA', Decimal('0.00'), Decimal('369.07'), Decimal('-587.95'))
('catalog channel', 'catalog_pageAAAAAAAAAKFBAAAA', Decimal('0.00'), Decimal('5743.54'), Decimal('-6792.89'))
('catalog channel', 'catalog_pageAAAAAAAAAKKBAAAA', Decimal('0.00'), Decimal('289695.48'), Decimal('-171835.42'))
('catalog channel', 'catalog_pageAAAAAAAAAKLBAAAA', Decimal('10520555.91'), Decimal('98346.94'), Decimal('-1167818.83'))
('catalog channel', 'catalog_pageAAAAAAAAAKMBAAAA', Decimal('5436363.40'), Decimal('30879.99'), Decimal('-602197.01'))
('catalog channel', 'catalog_pageAAAAAAAAAKNBAAAA', Decimal('0.00'), Decimal('27053.88'), Decimal('-15271.11'))
('catalog channel', 'catalog_pageAAAAAAAAAKOAAAAA', Decimal('0.00'), Decimal('26480.12'), Decimal('-14231.87'))
('catalog channel', 'catalog_pageAAAAAAAAAKOBAAAA', Decimal('0.00'), Decimal('10373.18'), Decimal('-5399.94'))
('catalog channel', 'catalog_pageAAAAAAAAAKPAAAAA', Decimal('0.00'), Decimal('6993.84'), Decimal('-5325.45'))
('catalog channel', 'catalog_pageAAAAAAAAAKPBAAAA', Decimal('5429380.22'), Decimal('2598.75'), Decimal('-441287.00'))
('catalog channel', 'catalog_pageAAAAAAAAALEBAAAA', Decimal('0.00'), Decimal('8234.61'), Decimal('-1806.97'))
('catalog channel', 'catalog_pageAAAAAAAAALFBAAAA', Decimal('0.00'), Decimal('7792.16'), Decimal('-1509.22'))
('catalog channel', 'catalog_pageAAAAAAAAALKBAAAA', Decimal('0.00'), Decimal('230646.41'), Decimal('-138031.02'))
('catalog channel', 'catalog_pageAAAAAAAAALLBAAAA', Decimal('10396567.47'), Decimal('96026.96'), Decimal('-1058208.50'))
('catalog channel', 'catalog_pageAAAAAAAAALMBAAAA', Decimal('0.00'), Decimal('33584.97'), Decimal('-24401.77'))
('catalog channel', 'catalog_pageAAAAAAAAALNBAAAA', Decimal('0.00'), Decimal('9027.55'), Decimal('-4276.58'))
