(1002001, 'importoamalg #1', 17, 37, Decimal('36834.39'))
(5001001, 'amalgscholar #1', 17, 16, Decimal('36796.55'))
(2001001, 'amalgimporto #1', 8, 39, Decimal('36774.52'))
(3004001, 'edu packexporti #1', 19, 36, Decimal('36753.15'))
(2002001, 'importoimporto #1', 19, 47, Decimal('36735.34'))
(1003001, 'exportiamalg #1', 19, 22, Decimal('36608.43'))
(5001001, 'amalgscholar #1', 17, 1, Decimal('36595.62'))
(3004001, 'edu packexporti #1', 17, 53, Decimal('36441.02'))
(2003001, 'exportiimporto #1', 17, 12, Decimal('36316.60'))
(2004002, 'edu packimporto #2', 17, 27, Decimal('36217.25'))
(1004001, 'edu packamalg #1', 9, 36, Decimal('36198.59'))
(4002001, 'importoedu pack #1', 18, 37, Decimal('36140.64'))
(3001002, 'amalgexporti #2', 19, 22, Decimal('36131.29'))
(4004001, 'edu packedu pack #1', 19, 30, Decimal('36075.87'))
(3002001, 'importoexporti #1', 17, 38, Decimal('36068.02'))
(4001001, 'amalgedu pack #1', 19, 8, Decimal('36066.10'))
(5003001, 'exportischolar #1', 18, 34, Decimal('36016.50'))
(3004001, 'edu packexporti #1', 17, 40, Decimal('35948.67'))
(5001002, 'amalgscholar #2', 18, 27, Decimal('35916.85'))
(1001001, 'amalgamalg #1', 17, 57, Decimal('35851.03'))
(1003001, 'exportiamalg #1', 9, 46, Decimal('35821.83'))
(2001002, 'amalgimporto #2', 18, 48, Decimal('35632.30'))
(2004002, 'edu packimporto #2', 19, 2, Decimal('35625.57'))
(2001001, 'amalgimporto #1', 9, 48, Decimal('35584.72'))
(1003001, 'exportiamalg #1', 17, 59, Decimal('35497.63'))
(2003001, 'exportiimporto #1', 17, 29, Decimal('35482.90'))
(1004002, 'edu packamalg #2', 18, 18, Decimal('35439.18'))
(2002001, 'importoimporto #1', 17, 23, Decimal('35434.45'))
(2002001, 'importoimporto #1', 18, 4, Decimal('35294.91'))
(4003001, 'exportiedu pack #1', 18, 1, Decimal('35282.69'))
(1004002, 'edu packamalg #2', 17, 5, Decimal('35122.35'))
(1001001, 'amalgamalg #1', 19, 58, Decimal('35094.50'))
(4001001, 'amalgedu pack #1', 17, 18, Decimal('35075.44'))
(5003002, 'exportischolar #2', 9, 20, Decimal('35067.00'))
(3002001, 'importoexporti #1', 18, 57, Decimal('35001.67'))
(3003001, 'exportiexporti #1', 17, 16, Decimal('34993.09'))
(2002001, 'importoimporto #1', 18, 51, Decimal('34979.50'))
(2001001, 'amalgimporto #1', 19, 9, Decimal('34902.19'))
(4001001, 'amalgedu pack #1', 19, 55, Decimal('34820.37'))
(4004001, 'edu packedu pack #1', 18, 23, Decimal('34775.03'))
(2002001, 'importoimporto #1', 17, 25, Decimal('34716.24'))
(4002001, 'importoedu pack #1', 17, 30, Decimal('34667.72'))
(3002002, 'importoexporti #2', 17, 27, Decimal('34653.74'))
(2002001, 'importoimporto #1', 17, 52, Decimal('34573.97'))
(1001001, 'amalgamalg #1', 9, 16, Decimal('34483.57'))
(4001001, 'amalgedu pack #1', 19, 21, Decimal('34460.58'))
(1001001, 'amalgamalg #1', 18, 37, Decimal('34435.03'))
(1001002, 'amalgamalg #2', 18, 55, Decimal('34267.34'))
(3004001, 'edu packexporti #1', 17, 11, Decimal('34262.34'))
(4004002, 'edu packedu pack #2', 17, 57, Decimal('34192.39'))
(2003001, 'exportiimporto #1', 17, 13, Decimal('34115.34'))
(3001001, 'amalgexporti #1', 19, 56, Decimal('34049.52'))
(1003001, 'exportiamalg #1', 18, 30, Decimal('33989.88'))
(3003001, 'exportiexporti #1', 19, 18, Decimal('33899.53'))
(5004001, 'edu packscholar #1', 18, 18, Decimal('33895.92'))
(3001001, 'amalgexporti #1', 17, 6, Decimal('33886.29'))
(5004001, 'edu packscholar #1', 18, 58, Decimal('33885.76'))
(4003001, 'exportiedu pack #1', 19, 49, Decimal('33859.92'))
(2002001, 'importoimporto #1', 19, 43, Decimal('33843.01'))
(2001002, 'amalgimporto #2', 17, 53, Decimal('33842.19'))
(2001002, 'amalgimporto #2', 18, 30, Decimal('33810.56'))
(3002001, 'importoexporti #1', 17, 9, Decimal('33794.51'))
(2002001, 'importoimporto #1', 17, 26, Decimal('33744.87'))
(4004001, 'edu packedu pack #1', 17, 59, Decimal('33647.13'))
(2002001, 'importoimporto #1', 17, 2, Decimal('33606.61'))
(2001002, 'amalgimporto #2', 19, 14, Decimal('33583.70'))
(4003001, 'exportiedu pack #1', 19, 5, Decimal('33562.37'))
(1001001, 'amalgamalg #1', 18, 11, Decimal('33521.76'))
(2002001, 'importoimporto #1', 17, 59, Decimal('33478.47'))
(4004001, 'edu packedu pack #1', 19, 35, Decimal('33442.08'))
(4004001, 'edu packedu pack #1', 19, 58, Decimal('33433.89'))
(1004001, 'edu packamalg #1', 17, 18, Decimal('33410.63'))
(2003001, 'exportiimporto #1', 18, 50, Decimal('33388.16'))
(3002001, 'importoexporti #1', 17, 43, Decimal('33325.43'))
(5001002, 'amalgscholar #2', 17, 5, Decimal('33321.12'))
(2004002, 'edu packimporto #2', 17, 59, Decimal('33284.41'))
(3004001, 'edu packexporti #1', 18, 35, Decimal('33262.74'))
(4002001, 'importoedu pack #1', 17, 52, Decimal('33230.62'))
(2002001, 'importoimporto #1', 17, 0, Decimal('33203.85'))
(1003001, 'exportiamalg #1', 17, 55, Decimal('33202.27'))
(3001001, 'amalgexporti #1', 19, 22, Decimal('33155.70'))
(7016001, 'corpnameless #1', 9, 32, Decimal('33150.57'))
(1004001, 'edu packamalg #1', 19, 56, Decimal('33077.33'))
(1001002, 'amalgamalg #2', 9, 19, Decimal('33070.01'))
(7012005, 'importonameless #5', 6, 59, Decimal('33046.84'))
(3002001, 'importoexporti #1', 18, 9, Decimal('33039.01'))
(3004001, 'edu packexporti #1', 18, 30, Decimal('33022.84'))
(3004001, 'edu packexporti #1', 18, 50, Decimal('32954.62'))
(5004002, 'edu packscholar #2', 17, 51, Decimal('32930.83'))
(2002001, 'importoimporto #1', 18, 35, Decimal('32926.74'))
(3004001, 'edu packexporti #1', 17, 19, Decimal('32925.83'))
(2003001, 'exportiimporto #1', 17, 31, Decimal('32895.19'))
(4003001, 'exportiedu pack #1', 17, 19, Decimal('32893.62'))
(3002002, 'importoexporti #2', 18, 9, Decimal('32891.74'))
(3002001, 'importoexporti #1', 17, 13, Decimal('32851.91'))
(4004001, 'edu packedu pack #1', 19, 38, Decimal('32714.40'))
(2001001, 'amalgimporto #1', 17, 18, Decimal('32708.44'))
(3001001, 'amalgexporti #1', 19, 44, Decimal('32627.11'))
(2003002, 'exportiimporto #2', 17, 38, Decimal('32603.80'))
(3003001, 'exportiexporti #1', 17, 14, Decimal('32567.10'))
(2003001, 'exportiimporto #1', 18, 41, Decimal('32551.80'))
(4004001, 'edu packedu pack #1', 19, 25, Decimal('32527.75'))
(3001001, 'amalgexporti #1', 9, 24, Decimal('32524.18'))
(3002001, 'importoexporti #1', 19, 10, Decimal('32478.03'))
(1002001, 'importoamalg #1', 17, 46, Decimal('32438.70'))
(2002001, 'importoimporto #1', 19, 38, Decimal('32392.13'))
(2003001, 'exportiimporto #1', 9, 40, Decimal('32348.38'))
(5002001, 'importoscholar #1', 18, 30, Decimal('32345.45'))
(3004001, 'edu packexporti #1', 9, 4, Decimal('32337.86'))
(1001001, 'amalgamalg #1', 17, 34, Decimal('32224.72'))
(4004001, 'edu packedu pack #1', 8, 58, Decimal('32202.56'))
(2003001, 'exportiimporto #1', 19, 32, Decimal('32182.28'))
(1003001, 'exportiamalg #1', 9, 27, Decimal('32133.10'))
(4002001, 'importoedu pack #1', 17, 33, Decimal('32127.89'))
(2001001, 'amalgimporto #1', 19, 20, Decimal('32117.39'))
(2003001, 'exportiimporto #1', 9, 30, Decimal('32098.44'))
(3003001, 'exportiexporti #1', 18, 42, Decimal('32085.59'))
(3004001, 'edu packexporti #1', 18, 16, Decimal('32065.70'))
(3002001, 'importoexporti #1', 19, 39, Decimal('32052.77'))
(2004001, 'edu packimporto #1', 18, 22, Decimal('32022.87'))
(5003001, 'exportischolar #1', 17, 4, Decimal('31996.77'))
(1003001, 'exportiamalg #1', 17, 41, Decimal('31934.75'))
(3002002, 'importoexporti #2', 9, 57, Decimal('31911.23'))
(4003001, 'exportiedu pack #1', 19, 51, Decimal('31841.32'))
(5001002, 'amalgscholar #2', 19, 16, Decimal('31771.96'))
(2001001, 'amalgimporto #1', 9, 34, Decimal('31766.22'))
(3004001, 'edu packexporti #1', 18, 25, Decimal('31762.17'))
(1004001, 'edu packamalg #1', 17, 12, Decimal('31759.34'))
(3004001, 'edu packexporti #1', 17, 23, Decimal('31758.54'))
(1004001, 'edu packamalg #1', 17, 17, Decimal('31693.30'))
(4003001, 'exportiedu pack #1', 17, 54, Decimal('31681.25'))
(3004001, 'edu packexporti #1', 19, 7, Decimal('31667.27'))
(5003001, 'exportischolar #1', 19, 21, Decimal('31658.89'))
(1001001, 'amalgamalg #1', 17, 53, Decimal('31629.46'))
(3001002, 'amalgexporti #2', 19, 32, Decimal('31610.52'))
(2001001, 'amalgimporto #1', 18, 23, Decimal('31599.44'))
(4004002, 'edu packedu pack #2', 19, 2, Decimal('31592.61'))
(4003001, 'exportiedu pack #1', 19, 4, Decimal('31577.50'))
(5003001, 'exportischolar #1', 19, 9, Decimal('31576.01'))
(4004001, 'edu packedu pack #1', 8, 42, Decimal('31543.85'))
(1004001, 'edu packamalg #1', 18, 4, Decimal('31531.76'))
(1003001, 'exportiamalg #1', 19, 14, Decimal('31494.62'))
(4004001, 'edu packedu pack #1', 19, 8, Decimal('31487.53'))
(1001002, 'amalgamalg #2', 17, 29, Decimal('31449.53'))
(4002001, 'importoedu pack #1', 8, 17, Decimal('31434.51'))
(3004001, 'edu packexporti #1', 17, 2, Decimal('31433.29'))
(3003001, 'exportiexporti #1', 19, 6, Decimal('31432.93'))
(4001001, 'amalgedu pack #1', 17, 44, Decimal('31416.65'))
(4004001, 'edu packedu pack #1', 17, 6, Decimal('31384.64'))
(4004001, 'edu packedu pack #1', 17, 42, Decimal('31368.68'))
(3002001, 'importoexporti #1', 18, 58, Decimal('31364.43'))
(1001002, 'amalgamalg #2', 18, 46, Decimal('31295.90'))
(3003001, 'exportiexporti #1', 17, 5, Decimal('31282.26'))
(3003001, 'exportiexporti #1', 17, 49, Decimal('31253.29'))
(2002001, 'importoimporto #1', 9, 8, Decimal('31241.16'))
(2001001, 'amalgimporto #1', 18, 25, Decimal('31230.94'))
(1003002, 'exportiamalg #2', 19, 15, Decimal('31227.69'))
(3003001, 'exportiexporti #1', 18, 22, Decimal('31225.35'))
(3004001, 'edu packexporti #1', 18, 14, Decimal('31205.23'))
(5001001, 'amalgscholar #1', 17, 33, Decimal('31176.13'))
(5001001, 'amalgscholar #1', 17, 13, Decimal('31098.73'))
(5004001, 'edu packscholar #1', 17, 32, Decimal('31086.23'))
(3002002, 'importoexporti #2', 19, 27, Decimal('31083.50'))
(3004001, 'edu packexporti #1', 17, 12, Decimal('31074.96'))
(1002001, 'importoamalg #1', 19, 31, Decimal('31065.54'))
(1001001, 'amalgamalg #1', 9, 0, Decimal('31033.39'))
(2003001, 'exportiimporto #1', 17, 37, Decimal('31021.72'))
(4003001, 'exportiedu pack #1', 19, 20, Decimal('30956.07'))
(3002001, 'importoexporti #1', 9, 42, Decimal('30933.93'))
(1001001, 'amalgamalg #1', 9, 27, Decimal('30928.55'))
(3003001, 'exportiexporti #1', 17, 25, Decimal('30912.61'))
(1001002, 'amalgamalg #2', 19, 48, Decimal('30903.83'))
(3004002, 'edu packexporti #2', 18, 49, Decimal('30818.65'))
(3004001, 'edu packexporti #1', 17, 37, Decimal('30817.87'))
(4002002, 'importoedu pack #2', 19, 29, Decimal('30794.23'))
(4003002, 'exportiedu pack #2', 9, 58, Decimal('30789.16'))
(3004001, 'edu packexporti #1', 17, 34, Decimal('30721.61'))
(1003001, 'exportiamalg #1', 17, 35, Decimal('30719.61'))
(1001002, 'amalgamalg #2', 17, 32, Decimal('30712.80'))
(3002002, 'importoexporti #2', 18, 33, Decimal('30706.15'))
(1004001, 'edu packamalg #1', 9, 45, Decimal('30697.50'))
(4001001, 'amalgedu pack #1', 19, 9, Decimal('30663.38'))
(4001001, 'amalgedu pack #1', 9, 36, Decimal('30657.33'))
(2001001, 'amalgimporto #1', 17, 59, Decimal('30621.27'))
(2002001, 'importoimporto #1', 19, 46, Decimal('30618.59'))
(1004001, 'edu packamalg #1', 17, 4, Decimal('30607.97'))
(3001001, 'amalgexporti #1', 9, 29, Decimal('30590.56'))
(1001002, 'amalgamalg #2', 17, 30, Decimal('30561.01'))
(1001001, 'amalgamalg #1', 9, 41, Decimal('30557.90'))
(3001001, 'amalgexporti #1', 17, 0, Decimal('30504.97'))
(3004002, 'edu packexporti #2', 18, 41, Decimal('30475.06'))
(2001001, 'amalgimporto #1', 17, 31, Decimal('30454.86'))
(2002001, 'importoimporto #1', 9, 38, Decimal('30438.92'))
(4001001, 'amalgedu pack #1', 19, 24, Decimal('30428.73'))
(3003002, 'exportiexporti #2', 19, 51, Decimal('30381.37'))
(2002001, 'importoimporto #1', 17, 6, Decimal('30342.99'))
(1004002, 'edu packamalg #2', 18, 6, Decimal('30339.25'))
(2004001, 'edu packimporto #1', 17, 55, Decimal('30324.42'))
(1003001, 'exportiamalg #1', 9, 0, Decimal('30316.36'))
(4003001, 'exportiedu pack #1', 17, 58, Decimal('30236.81'))
(2003001, 'exportiimporto #1', 8, 32, Decimal('30186.90'))
(3003001, 'exportiexporti #1', 17, 18, Decimal('30176.83'))
(1002001, 'importoamalg #1', 18, 5, Decimal('30150.80'))
(5003001, 'exportischolar #1', 17, 37, Decimal('30145.86'))
(3003002, 'exportiexporti #2', 17, 53, Decimal('30144.69'))
(1002001, 'importoamalg #1', 17, 4, Decimal('30052.84'))
(4003001, 'exportiedu pack #1', 18, 19, Decimal('30050.57'))
(1003001, 'exportiamalg #1', 9, 18, Decimal('30046.93'))
(4002001, 'importoedu pack #1', 19, 59, Decimal('30045.06'))
(4001001, 'amalgedu pack #1', 17, 26, Decimal('30041.69'))
(4003001, 'exportiedu pack #1', 17, 12, Decimal('30041.37'))
(3002001, 'importoexporti #1', 19, 14, Decimal('30039.09'))
(1003001, 'exportiamalg #1', 9, 24, Decimal('30017.40'))
(3003001, 'exportiexporti #1', 9, 58, Decimal('30010.71'))
(1003001, 'exportiamalg #1', 17, 53, Decimal('29992.11'))
(3004001, 'edu packexporti #1', 8, 53, Decimal('29984.52'))
(3001001, 'amalgexporti #1', 19, 4, Decimal('29915.74'))
(3002001, 'importoexporti #1', 19, 27, Decimal('29912.73'))
(3002002, 'importoexporti #2', 9, 35, Decimal('29901.69'))
(3003001, 'exportiexporti #1', 18, 8, Decimal('29875.68'))
(2002001, 'importoimporto #1', 17, 47, Decimal('29872.48'))
(2004002, 'edu packimporto #2', 19, 9, Decimal('29864.68'))
(3004001, 'edu packexporti #1', 19, 18, Decimal('29851.84'))
(5003001, 'exportischolar #1', 17, 17, Decimal('29840.07'))
(1003001, 'exportiamalg #1', 18, 52, Decimal('29829.77'))
(1002001, 'importoamalg #1', 9, 14, Decimal('29827.50'))
(4004001, 'edu packedu pack #1', 17, 41, Decimal('29825.03'))
(1004001, 'edu packamalg #1', 8, 23, Decimal('29749.17'))
(5001001, 'amalgscholar #1', 18, 39, Decimal('29746.04'))
(1004001, 'edu packamalg #1', 17, 21, Decimal('29707.95'))
(5004001, 'edu packscholar #1', 17, 47, Decimal('29668.89'))
(3001001, 'amalgexporti #1', 19, 48, Decimal('29650.51'))
(1003001, 'exportiamalg #1', 19, 33, Decimal('29647.41'))
(1002002, 'importoamalg #2', 9, 0, Decimal('29601.91'))
(2002001, 'importoimporto #1', 19, 0, Decimal('29584.81'))
(3004001, 'edu packexporti #1', 18, 3, Decimal('29548.04'))
(5002001, 'importoscholar #1', 17, 28, Decimal('29525.61'))
(3003001, 'exportiexporti #1', 18, 0, Decimal('29506.85'))
(1002001, 'importoamalg #1', 9, 45, Decimal('29491.35'))
(4004002, 'edu packedu pack #2', 19, 9, Decimal('29483.14'))
(3003001, 'exportiexporti #1', 9, 47, Decimal('29478.91'))
(3002001, 'importoexporti #1', 18, 14, Decimal('29467.69'))
(5004002, 'edu packscholar #2', 7, 35, Decimal('29459.72'))
(1001001, 'amalgamalg #1', 17, 7, Decimal('29423.49'))
(4004001, 'edu packedu pack #1', 19, 59, Decimal('29415.46'))
(3002001, 'importoexporti #1', 19, 43, Decimal('29414.63'))
(3003002, 'exportiexporti #2', 19, 0, Decimal('29388.75'))
(1003001, 'exportiamalg #1', 17, 4, Decimal('29364.65'))
(1004001, 'edu packamalg #1', 19, 12, Decimal('29364.18'))
(3004001, 'edu packexporti #1', 9, 42, Decimal('29347.28'))
(2002001, 'importoimporto #1', 18, 46, Decimal('29339.82'))
(4002002, 'importoedu pack #2', 9, 39, Decimal('29315.20'))
(1003001, 'exportiamalg #1', 19, 52, Decimal('29278.63'))
(2001001, 'amalgimporto #1', 18, 19, Decimal('29273.29'))
(2003001, 'exportiimporto #1', 9, 5, Decimal('29207.44'))
(2001002, 'amalgimporto #2', 18, 45, Decimal('29203.69'))
(3004001, 'edu packexporti #1', 9, 10, Decimal('29202.74'))
(7004001, 'edu packbrand #1', 18, 59, Decimal('29198.11'))
(4004001, 'edu packedu pack #1', 19, 46, Decimal('29192.47'))
(2002001, 'importoimporto #1', 18, 25, Decimal('29175.71'))
(1001002, 'amalgamalg #2', 8, 7, Decimal('29143.24'))
(2002001, 'importoimporto #1', 17, 9, Decimal('29129.81'))
(1001001, 'amalgamalg #1', 17, 22, Decimal('29106.42'))
(2001001, 'amalgimporto #1', 19, 21, Decimal('29092.92'))
(4001001, 'amalgedu pack #1', 17, 33, Decimal('29082.02'))
(4003001, 'exportiedu pack #1', 18, 47, Decimal('29066.39'))
(3001001, 'amalgexporti #1', 8, 25, Decimal('29053.06'))
(1001002, 'amalgamalg #2', 18, 23, Decimal('29017.37'))
(4004001, 'edu packedu pack #1', 18, 43, Decimal('28999.11'))
(1003002, 'exportiamalg #2', 19, 24, Decimal('28989.48'))
(6008007, 'namelesscorp #7', 18, 14, Decimal('28984.24'))
(5002001, 'importoscholar #1', 17, 52, Decimal('28957.30'))
(5002001, 'importoscholar #1', 19, 51, Decimal('28953.83'))
(3004001, 'edu packexporti #1', 19, 15, Decimal('28923.89'))
(1003001, 'exportiamalg #1', 18, 34, Decimal('28922.38'))
(1002001, 'importoamalg #1', 17, 57, Decimal('28876.54'))
(1002001, 'importoamalg #1', 19, 48, Decimal('28868.51'))
(1003001, 'exportiamalg #1', 19, 30, Decimal('28855.07'))
(8002005, 'importonameless #5', 19, 31, Decimal('28845.60'))
(1004001, 'edu packamalg #1', 19, 36, Decimal('28830.02'))
(2001001, 'amalgimporto #1', 9, 35, Decimal('28803.21'))
(3002001, 'importoexporti #1', 19, 54, Decimal('28801.50'))
(1003001, 'exportiamalg #1', 8, 30, Decimal('28771.31'))
(2002001, 'importoimporto #1', 17, 17, Decimal('28676.91'))
(3002001, 'importoexporti #1', 19, 4, Decimal('28676.87'))
(3004001, 'edu packexporti #1', 18, 12, Decimal('28635.00'))
(3001002, 'amalgexporti #2', 19, 13, Decimal('28629.36'))
(2002001, 'importoimporto #1', 18, 43, Decimal('28578.50'))
(3004001, 'edu packexporti #1', 17, 48, Decimal('28541.31'))
(5003001, 'exportischolar #1', 17, 6, Decimal('28534.65'))
(4004002, 'edu packedu pack #2', 18, 33, Decimal('28490.19'))
(5004001, 'edu packscholar #1', 9, 41, Decimal('28486.37'))
(5003001, 'exportischolar #1', 18, 59, Decimal('28445.08'))
(1001001, 'amalgamalg #1', 17, 27, Decimal('28401.36'))
(1003001, 'exportiamalg #1', 17, 28, Decimal('28399.18'))
(3001001, 'amalgexporti #1', 19, 31, Decimal('28392.25'))
(2002001, 'importoimporto #1', 18, 21, Decimal('28391.31'))
(6008007, 'namelesscorp #7', 17, 13, Decimal('28389.16'))
(3004001, 'edu packexporti #1', 8, 30, Decimal('28363.35'))
(5003001, 'exportischolar #1', 8, 14, Decimal('28361.78'))
(3002002, 'importoexporti #2', 19, 49, Decimal('28350.85'))
(3004001, 'edu packexporti #1', 8, 28, Decimal('28334.65'))
(4004001, 'edu packedu pack #1', 19, 1, Decimal('28333.33'))
(4004001, 'edu packedu pack #1', 19, 36, Decimal('28331.33'))
(6008003, 'namelesscorp #3', 19, 23, Decimal('28312.83'))
(1004001, 'edu packamalg #1', 9, 20, Decimal('28308.02'))
(3003002, 'exportiexporti #2', 8, 38, Decimal('28291.08'))
(4001001, 'amalgedu pack #1', 9, 44, Decimal('28287.96'))
(1004001, 'edu packamalg #1', 17, 59, Decimal('28271.00'))
(4001001, 'amalgedu pack #1', 18, 25, Decimal('28265.51'))
(3004001, 'edu packexporti #1', 17, 36, Decimal('28257.31'))
(3004001, 'edu packexporti #1', 17, 24, Decimal('28244.93'))
(2003001, 'exportiimporto #1', 18, 43, Decimal('28240.83'))
(3002001, 'importoexporti #1', 18, 20, Decimal('28225.93'))
(3004001, 'edu packexporti #1', 18, 20, Decimal('28177.66'))
(5001002, 'amalgscholar #2', 18, 3, Decimal('28165.43'))
(4004001, 'edu packedu pack #1', 18, 7, Decimal('28163.99'))
(3001001, 'amalgexporti #1', 19, 24, Decimal('28151.75'))
(4004002, 'edu packedu pack #2', 9, 51, Decimal('28146.74'))
