('store channel', 31, Decimal('59075946.13'), Decimal('1470849.63'), Decimal('-26271613.76'))
('store channel', 32, Decimal('57757553.18'), Decimal('1423326.75'), Decimal('-26160986.33'))
('store channel', 34, Decimal('57972141.76'), Decimal('1509865.78'), Decimal('-25429230.63'))
('store channel', 37, Decimal('55415657.37'), Decimal('1514797.43'), Decimal('-24386565.04'))
('store channel', 38, Decimal('56998417.58'), Decimal('1447056.19'), Decimal('-25937643.72'))
('store channel', 40, Decimal('57915670.48'), Decimal('1367392.26'), Decimal('-25661934.73'))
('store channel', 43, Decimal('55288348.54'), Decimal('1386430.26'), Decimal('-24273971.29'))
('store channel', 44, Decimal('55685019.58'), Decimal('1437291.76'), Decimal('-24613092.16'))
('store channel', 46, Decimal('54394843.63'), Decimal('1333136.85'), Decimal('-24512259.95'))
('store channel', 49, Decimal('57320693.32'), Decimal('1412219.79'), Decimal('-25568589.63'))
('store channel', 50, Decimal('55897352.97'), Decimal('1432205.60'), Decimal('-24750372.60'))
('store channel', 52, Decimal('57324276.89'), Decimal('1399264.72'), Decimal('-25969756.78'))
('store channel', 55, Decimal('57365868.19'), Decimal('1421363.88'), Decimal('-25236432.30'))
('store channel', 56, Decimal('57351703.10'), Decimal('1396488.63'), Decimal('-25500133.47'))
('store channel', 58, Decimal('57312059.84'), Decimal('1406057.36'), Decimal('-25485031.50'))
('store channel', 61, Decimal('58686847.39'), Decimal('1425584.71'), Decimal('-26218640.48'))
('store channel', 62, Decimal('56978722.57'), Decimal('1236615.91'), Decimal('-26069367.46'))
('store channel', 64, Decimal('55209081.65'), Decimal('1509945.06'), Decimal('-25064427.39'))
('store channel', 67, Decimal('57730807.32'), Decimal('1442819.40'), Decimal('-25817568.91'))
('store channel', 68, Decimal('57787067.61'), Decimal('1425795.47'), Decimal('-26089932.75'))
('store channel', 70, Decimal('56416193.37'), Decimal('1289912.88'), Decimal('-25472390.36'))
('store channel', 73, Decimal('54677462.63'), Decimal('1450973.46'), Decimal('-24233893.35'))
('store channel', 74, Decimal('57604964.87'), Decimal('1386088.09'), Decimal('-25523925.39'))
('store channel', 76, Decimal('55555246.37'), Decimal('1431695.82'), Decimal('-24644998.41'))
('store channel', 79, Decimal('55820847.21'), Decimal('1391182.04'), Decimal('-25351325.15'))
('store channel', 80, Decimal('55197144.20'), Decimal('1301490.65'), Decimal('-24883507.93'))
('store channel', 82, Decimal('56804405.71'), Decimal('1450884.70'), Decimal('-25704129.93'))
('store channel', 85, Decimal('57494705.35'), Decimal('1417196.89'), Decimal('-26304960.73'))
('store channel', 86, Decimal('57437253.69'), Decimal('1473948.75'), Decimal('-25648309.21'))
('store channel', 88, Decimal('55316658.93'), Decimal('1542347.60'), Decimal('-25115347.89'))
('store channel', 91, Decimal('56497695.52'), Decimal('1531522.55'), Decimal('-25665930.21'))
('store channel', 92, Decimal('55842621.66'), Decimal('1283407.01'), Decimal('-24688450.37'))
('store channel', 94, Decimal('55319044.75'), Decimal('1395861.19'), Decimal('-25058109.53'))
('store channel', 97, Decimal('57554863.81'), Decimal('1423457.51'), Decimal('-25236287.38'))
('store channel', 98, Decimal('55224733.78'), Decimal('1456299.45'), Decimal('-25478695.08'))
('store channel', 100, Decimal('56687931.82'), Decimal('1539340.67'), Decimal('-24763057.23'))
('store channel', 103, Decimal('55537525.81'), Decimal('1511040.82'), Decimal('-24737105.67'))
('store channel', 104, Decimal('55447054.91'), Decimal('1392722.77'), Decimal('-24678630.27'))
('store channel', 106, Decimal('57563770.89'), Decimal('1439326.97'), Decimal('-26364439.99'))
('store channel', 109, Decimal('55656746.35'), Decimal('1298408.93'), Decimal('-25147048.47'))
('store channel', 110, Decimal('55757132.08'), Decimal('1377044.67'), Decimal('-25006180.31'))
('store channel', 112, Decimal('54575449.74'), Decimal('1405192.69'), Decimal('-24972373.70'))
('store channel', 115, Decimal('54330723.44'), Decimal('1454483.63'), Decimal('-24750258.49'))
('store channel', 116, Decimal('57166586.67'), Decimal('1518239.90'), Decimal('-25231586.52'))
('store channel', 118, Decimal('57619047.50'), Decimal('1353810.00'), Decimal('-26038425.53'))
('store channel', 121, Decimal('55611707.47'), Decimal('1394232.65'), Decimal('-25811781.92'))
('store channel', 122, Decimal('58093327.75'), Decimal('1586570.21'), Decimal('-26543208.42'))
('store channel', 124, Decimal('56174659.95'), Decimal('1438572.77'), Decimal('-25179425.67'))
('store channel', 127, Decimal('56275670.48'), Decimal('1354144.10'), Decimal('-24406949.36'))
('store channel', 128, Decimal('55806385.20'), Decimal('1457744.05'), Decimal('-24366019.78'))
('store channel', 130, Decimal('55175208.39'), Decimal('1389559.66'), Decimal('-24603883.07'))
('store channel', 133, Decimal('57915660.39'), Decimal('1476659.43'), Decimal('-25805024.01'))
('store channel', 134, Decimal('57112802.24'), Decimal('1417633.79'), Decimal('-26320778.03'))
('store channel', 136, Decimal('54527719.31'), Decimal('1460358.20'), Decimal('-24235560.22'))
('store channel', 139, Decimal('56059054.96'), Decimal('1358774.05'), Decimal('-25625588.23'))
('store channel', 140, Decimal('56691532.32'), Decimal('1559416.93'), Decimal('-25592754.37'))
('store channel', 142, Decimal('60292465.21'), Decimal('1448936.93'), Decimal('-26635947.99'))
('store channel', 145, Decimal('56145506.43'), Decimal('1368769.56'), Decimal('-25694266.19'))
('store channel', 146, Decimal('59400385.75'), Decimal('1401263.67'), Decimal('-26785908.66'))
('store channel', 148, Decimal('55775186.83'), Decimal('1437485.93'), Decimal('-25297261.74'))
('store channel', 151, Decimal('57119108.15'), Decimal('1403822.15'), Decimal('-25437926.33'))
('store channel', 152, Decimal('56791706.01'), Decimal('1379748.10'), Decimal('-25798013.79'))
('store channel', 154, Decimal('56791415.85'), Decimal('1505951.13'), Decimal('-25147215.01'))
('store channel', 157, Decimal('56102242.19'), Decimal('1465342.66'), Decimal('-24979693.72'))
('store channel', 158, Decimal('57880264.52'), Decimal('1342140.81'), Decimal('-26041079.88'))
('store channel', 160, Decimal('56474441.70'), Decimal('1299846.05'), Decimal('-25893055.86'))
('store channel', 163, Decimal('56846605.33'), Decimal('1560059.00'), Decimal('-24308137.16'))
('store channel', 164, Decimal('54740937.39'), Decimal('1319926.41'), Decimal('-24509529.33'))
