('eing', 2001, 557815.2583333333, Decimal('305566.06'), Decimal('356496.87'), Decimal('320502.91'))
('ese', 2001, 570838.0175, Decimal('318645.91'), Decimal('307127.86'), Decimal('336939.17'))
('bar', 2001, 529163.2333333333, Decimal('277381.75'), Decimal('345105.59'), Decimal('303241.72'))
('eing', 2001, 563069.1166666667, Decimal('311477.49'), Decimal('357130.78'), Decimal('324694.88'))
('able', 2001, 579741.4158333334, Decimal('328199.08'), Decimal('308524.67'), Decimal('336559.95'))
('ese', 2001, 560134.3716666667, Decimal('309044.06'), Decimal('360345.41'), Decimal('316408.62'))
('able', 2001, 552331.145, Decimal('301262.69'), Decimal('353248.38'), Decimal('303909.76'))
('able', 2001, 556100.3066666666, Decimal('305482.93'), Decimal('355297.89'), Decimal('312551.90'))
('bar', 2001, 539672.28, Decimal('289247.16'), Decimal('346857.14'), Decimal('308042.25'))
('bar', 2001, 571837.5816666667, Decimal('321432.08'), Decimal('332784.27'), Decimal('341241.73'))
('eing', 2001, 542513.3425, Decimal('292163.22'), Decimal('333194.24'), Decimal('306214.33'))
('ese', 2001, 571892.9783333334, Decimal('321699.78'), Decimal('311450.99'), Decimal('325838.73'))
('bar', 2001, 571837.5816666667, Decimal('321806.56'), Decimal('341241.73'), Decimal('333891.60'))
('ese', 2001, 570838.0175, Decimal('321030.65'), Decimal('335928.77'), Decimal('335885.53'))
('eing', 2001, 566449.0116666667, Decimal('317029.30'), Decimal('347618.28'), Decimal('337186.87'))
('bar', 2001, 568817.5475, Decimal('319562.39'), Decimal('322972.37'), Decimal('337184.66'))
('ese', 2001, 570382.1691666667, Decimal('321160.25'), Decimal('308667.58'), Decimal('334614.77'))
('able', 2001, 568230.6691666667, Decimal('319319.66'), Decimal('301893.32'), Decimal('330395.79'))
('able', 2001, 552195.9775, Decimal('303628.97'), Decimal('356941.38'), Decimal('316588.91'))
('able', 2001, 542205.1666666666, Decimal('293688.65'), Decimal('343750.61'), Decimal('308505.88'))
('bar', 2001, 564375.6383333333, Decimal('315860.31'), Decimal('323364.94'), Decimal('331749.41'))
('eing', 2001, 564568.9933333333, Decimal('316130.98'), Decimal('354819.86'), Decimal('322258.96'))
('able', 2001, 552331.145, Decimal('303909.76'), Decimal('301262.69'), Decimal('324126.79'))
('ese', 2001, 544650.2858333334, Decimal('296302.21'), Decimal('340907.34'), Decimal('316171.29'))
('ese', 2001, 529986.8, Decimal('281674.29'), Decimal('340910.35'), Decimal('306164.54'))
('bar', 2001, 557916.6975, Decimal('309638.48'), Decimal('342526.87'), Decimal('326077.20'))
('eing', 2001, 557815.2583333333, Decimal('309561.02'), Decimal('332678.34'), Decimal('332222.72'))
('eing', 2001, 570347.5925, Decimal('322229.65'), Decimal('340121.05'), Decimal('340428.79'))
('eing', 2001, 568653.55, Decimal('320575.39'), Decimal('344698.42'), Decimal('328977.85'))
('bar', 2001, 568865.2991666667, Decimal('320812.48'), Decimal('336267.12'), Decimal('329689.64'))
('able', 2001, 568878.7425, Decimal('321410.75'), Decimal('304181.96'), Decimal('323611.25'))
