(2001, 6015004, 'scholarbrand #4', Decimal('3695.06'))
(2001, 3004002, 'edu packexporti #2', Decimal('3589.18'))
(2001, 5004002, 'edu packscholar #2', Decimal('3499.70'))
(2001, 4003002, 'exportiedu pack #2', Decimal('3484.67'))
(2001, 6011006, 'amalgbrand #6', Decimal('3426.68'))
(2001, 9003005, 'importoimporto #2', Decimal('3338.87'))
(2001, 5002002, 'importoscholar #2', Decimal('3330.70'))
(2001, 4002002, 'importoedu pack #2', Decimal('3272.68'))
(2001, 5003002, 'exportischolar #2', Decimal('3254.00'))
(2001, 10009015, 'maxiunivamalg #15', Decimal('3200.41'))
(2001, 7012005, 'amalgimporto #2', Decimal('3195.27'))
(2001, 2003002, 'exportiimporto #2', Decimal('3148.99'))
(2001, 7008004, 'namelessbrand #4', Decimal('3148.75'))
(2001, 1001001, 'amalgimporto #2', Decimal('3125.62'))
(2001, 6008006, 'namelesscorp #6', Decimal('3105.41'))
